spanish,english,chinese,pinyin,portuguese
permito,I allow,我允许,wǒ yǔn xǔ,Eu permito
permites,you allow,你允许,nǐ yǔn xǔ,você permite
permite,allows,允许,yǔn xǔ,permite
permitimos,we allow,我们允许,wǒ men yǔn xǔ,nós permitimos
permitís,you allow,你允许,nǐ yǔn xǔ,você permite
permiten,allow,允许,yǔn xǔ,permitem
permitir,allow,允许,yǔn xǔ,permitir
permiso,permission,许可,xǔ kě,permissão
autorización,authorization,授权,shòu quán,autorização
consentimiento,consent,同意,tóng yì,consentimento
yo permito,I allow,我允许,wǒ yǔn xǔ,Eu permito
lo permito,I allow it,我允许,wǒ yǔn xǔ,Eu permito
tú permites,you allow,你允许,nǐ yǔn xǔ,você permite
lo permites,you allow it,你允许它,nǐ yǔn xǔ tā,você permite
él permite,he allows,他允许,tā yǔn xǔ,ele permite
lo permite,allows it,允许,yǔn xǔ,permite
nosotros permitimos,we allow,我们允许,wǒ men yǔn xǔ,nós permitimos
lo permitimos,we allow it,我们允许它,wǒ men yǔn xǔ tā,nós permitimos
vosotros permitís,you allow,你允许,nǐ yǔn xǔ,você permite
lo permitís,you allow it,你允许它,nǐ yǔn xǔ tā,você permite
ellos permiten,they allow,他们允许,tā men yǔn xǔ,eles permitem
lo permiten,allow it,允许,yǔn xǔ,eles permitem
quiero permitir,I want to allow,我想允许,wǒ xiǎng yǔn xǔ,Eu quero permitir
voy a permitir,I will allow,我会允许,wǒ huì yǔn xǔ,Vou permitir
el permiso,the permission,许可,xǔ kě,a permissão
pedir permiso,ask permission,请求许可,qǐng qiú xǔ kě,peça permissão
la autorización,authorization,授权,shòu quán,autorização
una autorización,an authorization,授权,shòu quán,uma autorização
el consentimiento,consent,同意,tóng yì,consentimento
con consentimiento,with consent,经同意,jīng tóng yì,com consentimento
