spanish,english,chinese,pinyin,portuguese
detengo,I stop,我停下来,wǒ tíng xià lái,eu paro
detienes,you stop,你停下来,nǐ tíng xià lái,você para
detiene,he/she stops,停止,tíng zhǐ,para
detenemos,we stop,我们停下来,wǒ men tíng xià lái,paramos
detenéis,you stop,你停下来,nǐ tíng xià lái,você para
detienen,they stop,停止,tíng zhǐ,parar
detener,to stop,停止,tíng zhǐ,parar
parada,stop,停止,tíng zhǐ,parar
frenar,to brake,刹车,shā chē,freio
interrumpir,to interrupt,中断,zhōng duàn,interromper
yo detengo,I stop,我停下来,wǒ tíng xià lái,eu paro
lo detengo,I stop it,我阻止它,wǒ zǔ zhǐ tā,Eu paro
tú detienes,you stop,你停下来,nǐ tíng xià lái,você para
lo detienes,you stop it,你阻止它,nǐ zǔ zhǐ tā,você para com isso
él detiene,he stops,他停下来,tā tíng xià lái,ele para
lo detiene,he/she stops it,阻止它,zǔ zhǐ tā,para
nosotros detenemos,we stop,我们停下来,wǒ men tíng xià lái,paramos
lo detenemos,we stop it,我们阻止它,wǒ men zǔ zhǐ tā,nós paramos com isso
vosotros detenéis,you stop,你停下来,nǐ tíng xià lái,você para
lo detenéis,you stop it,你阻止它,nǐ zǔ zhǐ tā,você para com isso
ellos detienen,they stop,他们停下来,tā men tíng xià lái,eles param
lo detienen,they stop it,他们阻止他,tā men zǔ zhǐ tā,eles o param
quiero detener,I want to stop,我想停下来,wǒ xiǎng tíng xià lái,Eu quero parar
voy a detener,I'm going to stop,我要停下来,wǒ yào tíng xià lái,Eu vou parar
la parada,the stop,停止,tíng zhǐ,a parada
una parada,a stop,一站式,yī zhàn shì,uma parada
hay que frenar,we have to stop,我们必须停止,wǒ men bì xū tíng zhǐ,temos que parar
voy a frenar,I'm going to brake,我要刹车,wǒ yào shā chē,Vou frear
hay que interrumpir,we have to interrupt,我们必须打断,wǒ men bì xū dǎ duàn,temos que interromper
voy a interrumpir,I'm going to interrupt,我要打断一下,wǒ yào dǎ duàn yī xià,vou interromper
