spanish,english,chinese,pinyin,portuguese
alcanzo,I reach,我到达,wǒ dào dá,Eu alcanço
alcanzas,you reach,你到达,nǐ dào dá,você alcança
alcanza,he/she reaches,达到,dá dào,atinge
alcanzamos,we reach,我们到达,wǒ men dào dá,chegamos
alcanzáis,you reach,你到达,nǐ dào dá,você alcança
alcanzan,they reach,到达,dào dá,alcançam
alcanzar,to reach,到达,dào dá,alcançar
alcance,scope,范围,fàn wéi,escopo
meta,goal,目标,mù biāo,objetivo
objetivo,target,目标,mù biāo,alvo
yo alcanzo,I reach,我到达,wǒ dào dá,Eu alcanço
lo alcanzo,I reach it,我达到了,wǒ dá dào le,Eu alcanço
tú alcanzas,you reach,你到达,nǐ dào dá,você alcança
lo alcanzas,you reach it,你达到了,nǐ dá dào le,você alcança
él alcanza,he reaches,他到达,tā dào dá,ele alcança
lo alcanza,he/she reaches it,达到它,dá dào tā,alcança
nosotros alcanzamos,we reach,我们到达,wǒ men dào dá,chegamos
lo alcanzamos,we reached it,我们到达了,wǒ men dào dá le,chegamos lá
vosotros alcanzáis,you reach,你到达,nǐ dào dá,você alcança
lo alcanzáis,you reach it,你达到了,nǐ dá dào le,você alcança
ellos alcanzan,they reach,他们到达,tā men dào dá,eles alcançam
lo alcanzan,they reach it,他们到达了,tā men dào dá le,eles alcançam
quiero alcanzar,I want to reach,我想达到,wǒ xiǎng dá dào,Quero alcançar
voy a alcanzar,I will reach,我会到达,wǒ huì dào dá,Eu chegarei
el alcance,the scope,范围,fàn wéi,o escopo
a mi alcance,within my reach,在我触手可及的范围内,zài wǒ chù shǒu kě jí de fàn wéi nèi,ao meu alcance
la meta,the goal,目标,mù biāo,o objetivo
una meta,a goal,一个目标,yí gè mù biāo,uma meta
el objetivo,the goal,目标,mù biāo,o objetivo
un objetivo,a goal,一个目标,yí gè mù biāo,um objetivo
