spanish,english,chinese,pinyin,portuguese
dependo,I depend,我靠,wǒ kào,Eu dependo
dependes,you depend,你依赖,nǐ yī lài,você depende
depende,depends,取决于,qǔ jué yú,depende
dependemos,we depend,我们依赖,wǒ men yī lài,dependemos
dependéis,you depend,你依赖,nǐ yī lài,você depende
dependen,depend,取决于,qǔ jué yú,depende
depender,depend,取决于,qǔ jué yú,depende
dependencia,dependency,依赖,yī lài,dependência
basarse,rely,依靠,yī kào,confiar
apoyarse,lean on,依靠,yī kào,apoie-se
yo dependo,I depend,我靠,wǒ kào,Eu dependo
no dependo,I don't depend,我不依赖,wǒ bù yī lài,Eu não dependo
tú dependes,you depend,你依赖,nǐ yī lài,você depende
no dependes,you don't depend,你不依赖,nǐ bù yī lài,você não depende
él depende,he depends,他取决于,tā qǔ jué yú,ele depende
eso depende,that depends,这取决于,zhè qǔ jué yú,isso depende
nosotros dependemos,we depend,我们依赖,wǒ men yī lài,dependemos
no dependemos,we do not depend,我们不依赖,wǒ men bù yī lài,não dependemos
vosotros dependéis,you depend,你依赖,nǐ yī lài,você depende
no dependéis,you do not depend,你不依赖,nǐ bù yī lài,você não depende
ellos dependen,they depend,他们依赖,tā men yī lài,eles dependem
no dependen,do not depend,不依赖,bù yī lài,não dependa
puede depender,can depend,可以依赖,kě yǐ yī lài,pode depender
suele depender,usually depends,通常取决于,tōng cháng qǔ jué yú,geralmente depende
la dependencia,dependency,依赖,yī lài,dependência
sin dependencia,no dependency,无依赖性,wú yī lài xìng,sem dependência
hay que basarse,must be based,必须基于,bì xū jī yú,deve ser baseado
para basarse,to rely on,依靠,yī kào,confiar
hay que apoyarse,you have to support yourself,你必须养活自己,nǐ bì xū yǎng huó zì jǐ,você tem que se sustentar
sin apoyarse,without supporting,没有支撑,méi yǒu zhī chēng,sem apoiar
