spanish,english,chinese,pinyin,portuguese
compañía,company,公司,gōng sī,empresa
gerente,manager,经理,jīng lǐ,gerente
gerenta,manager,经理,jīng lǐ,gerenta
director,director,总监,zǒng jiān,diretor
directora,director,总监,zǒng jiān,diretora
departamento,department,部门,bù mén,departamento
presentación,presentation,演示,yǎn shì,apresentação
informe,report,报告,bào gào,relatório
producto,product,产品,chǎn pǐn,produto
servicio,service,服务,fú wù,serviço
socio,partner,合作伙伴,hé zuò huǒ bàn,parceiro
accionista,shareholder,股东,gǔ dōng,acionista
ganancia,profit,利润,lì rùn,lucro
pérdida,loss,损失,sǔn shī,perda
facturación,billing,计费,jì fèi,faturamento
rentabilidad,profitability,盈利能力,yíng lì néng lì,rentabilidade
expansión,expansion,扩展,kuò zhǎn,expansão
sucursal,branch,分支,fēn zhī,filial
matriz,parent company,母公司,mǔ gōng sī,matriz
dividendo,dividend,股息,gǔ xī,dividendo
la compañía,the company,公司,gōng sī,a empresa
una compañía,a company,一家公司,yī jiā gōng sī,uma empresa
el gerente,the manager,经理,jīng lǐ,o gerente
un gerente,a manager,经理,jīng lǐ,um gerente
la gerenta,the manager,经理,jīng lǐ,a gerenta
una gerenta,a manager,经理,jīng lǐ,uma gerenta
el director,the director,总监,zǒng jiān,o diretor
un director,a director,总监,zǒng jiān,um diretor
la directora,the director,总监,zǒng jiān,a diretora
una directora,a director,总监,zǒng jiān,uma diretora
el departamento,the department,该部门,gāi bù mén,o departamento
un departamento,a department,一个部门,yí gè bù mén,um departamento
la presentación,the presentation,演示,yǎn shì,a apresentação
una presentación,a presentation,演示,yǎn shì,uma apresentação
el informe,the report,报告,bào gào,o relatório
un informe,a report,报告,bào gào,um relatório
el producto,the product,产品,chǎn pǐn,o produto
un producto,a product,一个产品,yí gè chǎn pǐn,um produto
el servicio,the service,服务,fú wù,o serviço
un servicio,a service,服务,fú wù,um serviço
el socio,the partner,合作伙伴,hé zuò huǒ bàn,o parceiro
un socio,a partner,合作伙伴,hé zuò huǒ bàn,um parceiro
el accionista,the shareholder,股东,gǔ dōng,o acionista
un accionista,a shareholder,股东,gǔ dōng,um acionista
la ganancia,the profit,利润,lì rùn,o lucro
una ganancia,a profit,利润,lì rùn,um lucro
la pérdida,the loss,损失,sǔn shī,a perda
una pérdida,a loss,损失,sǔn shī,uma perda
la facturación,billing,计费,jì fèi,faturamento
alta facturación,high turnover,高营业额,gāo yíng yè é,alta rotatividade
la rentabilidad,profitability,盈利能力,yíng lì néng lì,rentabilidade
buena rentabilidad,good profitability,良好的盈利能力,liáng hǎo de yíng lì néng lì,boa rentabilidade
la expansión,the expansion,扩展,kuò zhǎn,a expansão
en expansión,expanding,扩大,kuò dà,expandindo
la sucursal,the branch,分公司,fēn gōng sī,a filial
una sucursal,a branch,一个分公司,yí gè fēn gōng sī,uma filial
la matriz,the matrix,母公司,mǔ gōng sī,a matriz
empresa matriz,parent company,母公司,mǔ gōng sī,empresa controladora
el dividendo,the dividend,股息,gǔ xī,o dividendo
un dividendo,a dividend,股息,gǔ xī,um dividendo
