spanish,english,chinese,pinyin,portuguese
organizo,I organize,我组织,wǒ zǔ zhī,Eu organizo
organizas,you organize,你组织,nǐ zǔ zhī,você organiza
organiza,organizes,组织,zǔ zhī,organiza
organizamos,we organize,我们组织,wǒ men zǔ zhī,nós organizamos
organizáis,you organize,你组织,nǐ zǔ zhī,você organiza
organizan,organize,组织,zǔ zhī,organizar
organizar,organize,组织,zǔ zhī,organizar
organización,organization,组织,zǔ zhī,organização
planificación,planning,规划,guī huà,planejamento
clasificar,classify,分类,fēn lèi,classificar
yo organizo,I organize,我组织,wǒ zǔ zhī,Eu organizo
lo organizo,I organize it,我整理一下,wǒ zhěng lǐ yī xià,Eu organizo
tú organizas,you organize,你组织,nǐ zǔ zhī,você organiza
lo organizas,you organize it,你组织它,nǐ zǔ zhī tā,você organiza
él organiza,he organizes,他组织,tā zǔ zhī,ele organiza
lo organiza,organizes it,组织它,zǔ zhī tā,organiza
nosotros organizamos,we organize,我们组织,wǒ men zǔ zhī,nós organizamos
lo organizamos,we organize it,我们组织它,wǒ men zǔ zhī tā,nós organizamos
vosotros organizáis,you organize,你组织,nǐ zǔ zhī,você organiza
lo organizáis,you organize it,你组织它,nǐ zǔ zhī tā,você organiza
ellos organizan,they organize,他们组织,tā men zǔ zhī,eles organizam
lo organizan,they organize it,他们组织它,tā men zǔ zhī tā,eles organizam
quiero organizar,I want to organize,我要组织,wǒ yào zǔ zhī,Quero organizar
voy a organizar,I will organize,我会组织,wǒ huì zǔ zhī,Vou organizar
la organización,the organization,组织,zǔ zhī,a organização
una organización,an organization,一个组织,yí gè zǔ zhī,uma organização
la planificación,planning,规划,guī huà,planejamento
con planificación,with planning,有计划,yǒu jì huà,com planejamento
hay que clasificar,you have to classify,你必须分类,nǐ bì xū fēn lèi,você tem que classificar
voy a clasificar,I'm going to classify,我来分类一下,wǒ lái fēn lèi yī xià,vou classificar
