spanish,english,chinese,pinyin,portuguese
perro,dog,狗,gǒu,cachorro
gato,cat,猫,māo,gato
pájaro,bird,鸟,niǎo,pássaro
pez,fish,鱼,yú,peixe
caballo,horse,马,mǎ,cavalo
vaca,cow,奶牛,nǎi niú,vaca
cerdo,pig,猪,zhū,porco
oveja,sheep,羊,yáng,ovelha
ratón,mouse,老鼠,lǎo shǔ,rato
conejo,rabbit,兔子,tù zi,coelho
león,lion,狮子,shī zi,leão
tigre,tiger,老虎,lǎo hǔ,tigre
elefante,elephant,大象,dà xiàng,elefante
mono,monkey,猴子,hóu zi,macaco
serpiente,snake,蛇,shé,cobra
oso,bear,熊,xióng,urso
lobo,wolf,狼,láng,lobo
mariposa,butterfly,蝴蝶,hú dié,borboleta
abeja,bee,蜜蜂,mì fēng,abelha
pato,duck,鸭子,yā zi,pato
perro caliente,hot dog,热狗,rè gǒu,cachorro-quente
como perro y gato,like dog and cat,像狗和猫一样,xiàng gǒu hé māo yī yàng,como cachorro e gato
gato negro,black cat,黑猫,hēi māo,gato preto
hay gato encerrado,something fishy is going on,有蹊跷,yǒu qī qiāo,tem algo suspeito
pájaro carpintero,woodpecker,啄木鸟,zhuó mù niǎo,pica-pau
a vista de pájaro,bird's eye view,鸟瞰图,niǎo kàn tú,vista aérea
pez gordo,bigwig,大佬,dà lǎo,figurão
como pez en el agua,like a fish in water,就像鱼在水里一样,jiù xiàng yú zài shuǐ lǐ yī yàng,como um peixe na água
a caballo,on horseback,在马背上,zài mǎ bèi shàng,a cavalo
caballo de carreras,racehorse,赛马,sài mǎ,cavalo de corrida
carne de vaca,beef,牛肉,niú ròu,carne bovina
vaca lechera,dairy cow,奶牛,nǎi niú,vaca leiteira
carne de cerdo,pork,猪肉,zhū ròu,carne de porco
cerdo asado,roast pork,烤猪肉,kǎo zhū ròu,porco assado
oveja negra,black sheep,害群之马,hài qún zhī mǎ,ovelha negra
lana de oveja,sheep wool,羊毛,yáng máo,lã de ovelha
ratón de biblioteca,bookworm,书呆子,shū dāi zi,leitor ávido
trampa para ratón,mouse trap,老鼠夹,lǎo shǔ jiā,ratoeira
conejo de Pascua,easter bunny,复活节兔子,fù huó jié tù zi,coelhinho da páscoa
carne de conejo,rabbit meat,兔肉,tù ròu,carne de coelho
león marino,sea ​​lion,海狮,hǎi shī,leão marinho
valiente como un león,brave as a lion,像狮子一样勇敢,xiàng shī zi yī yàng yǒng gǎn,corajoso como um leão
tigre de Bengala,Bengal tiger,孟加拉虎,mèng jiā lā hǔ,Tigre de bengala
ojos de tigre,tiger eyes,虎眼,hǔ yǎn,olhos de tigre
memoria de elefante,elephant memory,大象记忆,dà xiàng jì yì,memória de elefante
elefante africano,african elephant,非洲象,fēi zhōu xiàng,elefante africano
mono araña,spider monkey,蜘蛛猴,zhī zhū hóu,macaco aranha
cara de mono,monkey face,猴脸,hóu liǎn,cara de macaco
serpiente venenosa,venomous snake,蝮,fù,cobra venenosa
piel de serpiente,snakeskin,蛇皮,shé pí,pele de cobra
oso polar,polar bear,北极熊,běi jí xióng,urso polar
oso de peluche,teddy bear,玩具熊,wán jù xióng,ursinho de pelúcia
hombre lobo,werewolf,狼人,láng rén,lobisomem
lobo feroz,big bad wolf,大灰狼,dà huī láng,lobo mau
efecto mariposa,butterfly effect,蝴蝶效应,hú dié xiào yìng,efeito borboleta
mariposa monarca,monarch butterfly,帝王蝶,dì wáng dié,borboleta monarca
abeja reina,queen bee,蜂王,fēng wáng,abelha rainha
picadura de abeja,bee sting,蜂蜇,fēng zhē,picada de abelha
pato de goma,rubber duck,橡皮鸭,xiàng pí yā,pato de borracha
pato salvaje,wild duck,野鸭,yě yā,pato selvagem
