spanish,english,chinese,pinyin,portuguese
enero,January,一月,yí yuè,Janeiro
febrero,February,二月,èr yuè,Fevereiro
marzo,March,行进,xíng jìn,Marchar
abril,April,四月,sì yuè,abril
mayo,May,可能,kě néng,Poderia
junio,June,六月,liù yuè,Junho
julio,July,七月,qī yuè,Julho
agosto,August,八月,bā yuè,Agosto
septiembre,September,九月,jiǔ yuè,Setembro
octubre,October,十月,shí yuè,outubro
noviembre,November,十一月,shí yī yuè,novembro
diciembre,December,十二月,shí èr yuè,dezembro
mes,month,月,yuè,mês
año,year,年,nián,ano
primero de enero,first of january,一月一日,yí yuè yī rì,primeiro de janeiro
frío de enero,January cold,一月寒冷,yí yuè hán lěng,Frio de janeiro
catorce de febrero,February fourteenth,二月十四日,èr yuè shí sì rì,14 de fevereiro
carnaval en febrero,carnival in february,二月的狂欢节,èr yuè de kuáng huān jié,carnaval em fevereiro
primavera en marzo,spring in march,春天三月,chūn tiān sān yuè,primavera em março
ocho de marzo,march eight,三月八日,sān yuè bā rì,oito de março
lluvias de abril,April rains,四月雨,sì yuè yǔ,Chuvas de abril
Semana Santa en abril,Easter in April,四月复活节,sì yuè fù huó jié,Páscoa em abril
primero de mayo,May Day,劳动节,láo dòng jié,Socorro
flores de mayo,May flowers,五月花,wǔ yuè huā,Flores de maio
fin de curso en junio,end of course in June,当然六月结束,dāng rán liù yuè jié shù,final do curso em junho
solsticio de junio,june solstice,六月至日,liù yuè zhì rì,solstício de junho
calor de julio,July heat,七月炎热,qī yuè yán rè,Calor de julho
vacaciones de julio,july vacation,七月假期,qī yuè jià qī,férias de julho
vacaciones de agosto,August vacation,八月假期,bā yuè jià qī,Férias de agosto
playa en agosto,beach in august,八月的海滩,bā yuè de hǎi tān,praia em agosto
vuelta al cole en septiembre,back to school in september,九月回到学校,jiǔ yuè huí dào xué xiào,volta às aulas em setembro
inicio de septiembre,beginning of september,九月初,jiǔ yuè chū,início de setembro
otoño en octubre,autumn in october,十月的秋天,shí yuè de qiū tiān,outono em outubro
Halloween en octubre,Halloween in October,十月万圣节,shí yuè wàn shèng jié,Halloween em outubro
noviembre lluvioso,rainy november,十一月多雨,shí yī yuè duō yǔ,novembro chuvoso
Todos los Santos en noviembre,All Saints in November,十一月诸圣日,shí yī yuè zhū shèng rì,Todos os Santos em novembro
Navidad en diciembre,Christmas in December,十二月的圣诞节,shí èr yuè de shèng dàn jié,Natal em dezembro
Nochevieja de diciembre,December New Year's Eve,十二月除夕夜,shí èr yuè chú xī yè,Véspera de Ano Novo de dezembro
mes pasado,last month,上个月,shàng gè yuè,mês passado
el mes que viene,next month,下个月,xià gè yuè,próximo mês
año nuevo,New Year,新年,xīn nián,Ano Novo
el año que viene,next year,明年,míng nián,próximo ano
