spanish,english,chinese,pinyin,portuguese
artista,artist,艺术家,yì shù jiā,artista
pintura,painting,绘画,huì huà,pintura
cuadro,box,画,huà,caixa
escultura,sculpture,雕塑,diāo sù,escultura
galería,gallery,画廊,huà láng,galeria
exposición,exhibition,展览,zhǎn lǎn,exposição
obra,work,作品,zuò pǐn,trabalho
moderno,modern,现代,xiàn dài,moderno
clásico,classic,经典,jīng diǎn,clássico
contemporáneo,contemporary,当代,dāng dài,contemporâneo
diseñar,design,设计,shè jì,projeto
cultura,culture,文化,wén huà,cultura
cultural,cultural,文化,wén huà,culturais
artística,artistic,艺术,yì shù,artístico
grabado,engraving,雕刻,diāo kè,gravura
tallado,carved,雕刻,diāo kè,esculpido
retrato,portrait,肖像,xiào xiàng,retrato
paisaje,landscape,风景,fēng jǐng,paisagem
el artista,the artist,艺术家,yì shù jiā,o artista
un artista,an artist,艺术家,yì shù jiā,um artista
la pintura,the painting,这幅画,zhè fú huà,a pintura
una pintura,a painting,一幅画,yī fú huà,uma pintura
el cuadro,the painting,这幅画,zhè fú huà,a pintura
un cuadro,a painting,一幅画,yī fú huà,uma pintura
la escultura,the sculpture,雕塑,diāo sù,a escultura
una escultura,a sculpture,雕塑,diāo sù,uma escultura
la galería,the gallery,画廊,huà láng,a galeria
una galería,a gallery,画廊,huà láng,uma galeria
la exposición,the exhibition,展会,zhǎn huì,a exposição
una exposición,an exhibition,展览,zhǎn lǎn,uma exposição
la obra,the work,工作,gōng zuò,o trabalho
una obra,a work,一部作品,yī bù zuò pǐn,um trabalho
muy moderno,very modern,非常现代,fēi cháng xiàn dài,muito moderno
es moderno,it's modern,这是现代的,zhè shì xiàn dài de,é moderno
muy clásico,very classic,非常经典,fēi cháng jīng diǎn,muito clássico
es clásico,It's classic,很经典,hěn jīng diǎn,É clássico
muy contemporáneo,very contemporary,非常现代,fēi cháng xiàn dài,muito contemporâneo
es contemporáneo,is contemporary,是当代的,shì dāng dài de,é contemporâneo
hay que diseñar,you have to design,你必须设计,nǐ bì xū shè jì,você tem que projetar
voy a diseñar,I'm going to design,我要设计,wǒ yào shè jì,Vou desenhar
la cultura,culture,文化,wén huà,cultura
nuestra cultura,our culture,我们的文化,wǒ men de wén huà,nossa cultura
es cultural,it's cultural,这是文化,zhè shì wén huà,é cultural
evento cultural,cultural event,文化活动,wén huà huó dòng,evento cultural
es artística,It's artistic,很有艺术感,hěn yǒu yì shù gǎn,É artístico
obra artística,artistic work,艺术作品,yì shù zuò pǐn,trabalho artístico
el grabado,the engraving,雕刻,diāo kè,a gravura
un grabado,an engraving,雕刻,diāo kè,uma gravura
el tallado,the carving,雕刻,diāo kè,a escultura
un tallado,a carving,雕刻,diāo kè,uma escultura
el retrato,the portrait,肖像,xiào xiàng,o retrato
un retrato,a portrait,肖像,xiào xiàng,um retrato
el paisaje,the landscape,风景,fēng jǐng,a paisagem
un paisaje,a landscape,风景,fēng jǐng,uma paisagem
