spanish,english,chinese,pinyin,portuguese
novio,boyfriend,男朋友,nán péng yǒu,namorado
novia,girlfriend,女朋友,nǚ péng yǒu,namorada
marido,husband,丈夫,zhàng fū,marido
mujer,woman,女人,nǚ rén,mulher
bebé,baby,婴儿,yīng ér,bebê
niño,child,孩子,hái zi,criança
niña,little girl,小女孩,xiǎo nǚ hái,garotinha
adulto,adult,成人,chéng rén,adulto
adulta,adult,成人,chéng rén,adulto
padres,parents,父母,fù mǔ,pais
hijos,children,孩子们,hái zi men,crianças
abuelos,grandparents,祖父母,zǔ fù mǔ,avós
nietos,grandchildren,孙子,sūn zi,netos
pariente,relative,亲戚,qīn qī,parente
parienta,kinswoman,亲戚女人,qīn qī nǚ rén,parenta
mi novio,my boyfriend,我的男朋友,wǒ de nán péng yǒu,meu namorado
su novio,her boyfriend,她的男朋友,tā de nán péng yǒu,o namorado dela
mi novia,my girlfriend,我的女友,wǒ de nǚ yǒu,minha namorada
su novia,his girlfriend,他的女朋友,tā de nǚ péng yǒu,a namorada dele
mi marido,my husband,我的丈夫,wǒ de zhàng fū,meu marido
su marido,her husband,她的丈夫,tā de zhàng fū,o marido dela
mi mujer,my wife,我的妻子,wǒ de qī zǐ,minha esposa
su mujer,his wife,他的妻子,tā de qī zǐ,sua esposa
el bebé,the baby,宝宝,bǎo bǎo,o bebê
mi bebé,my baby,我的宝贝,wǒ de bǎo bèi,meu bebê
el niño,the boy,那个男孩,nà ge nán hái,o menino
un niño,a child,一个孩子,yí gè hái zi,uma criança
la niña,the girl,那个女孩,nà ge nǚ hái,a garota
una niña,a girl,一个女孩,yí gè nǚ hái,uma garota
un adulto,an adult,一个成年人,yí gè chéng nián rén,um adulto
como adulto,as an adult,作为一个成年人,zuò wéi yí gè chéng nián rén,como adulto
una adulta,an adult,一个成年人,yí gè chéng nián rén,um adulto
como adulta,as an adult,作为一个成年人,zuò wéi yí gè chéng nián rén,como adulto
mis padres,my parents,我的父母,wǒ de fù mǔ,meus pais
sus padres,his parents,他的父母,tā de fù mǔ,os pais dele
mis hijos,my children,我的孩子们,wǒ de hái zi men,meus filhos
sus hijos,your children,你的孩子,nǐ de hái zi,seus filhos
mis abuelos,my grandparents,我的祖父母,wǒ de zǔ fù mǔ,meus avós
los abuelos,the grandparents,祖父母,zǔ fù mǔ,os avós
mis nietos,my grandchildren,我的孙子们,wǒ de sūn zi men,meus netos
los nietos,the grandchildren,孙子们,sūn zi men,os netos
un pariente,a relative,一个亲戚,yí gè qīn qī,um parente
mi pariente,my relative,我的亲戚,wǒ de qīn qī,meu parente
una parienta,a relative,一个亲戚,yí gè qīn qī,um parente
mi parienta,my relative,我的亲戚,wǒ de qīn qī,meu parente
