spanish,english,chinese,pinyin,portuguese
más,more,更多,gèng duō,mais
menos,less,少,shǎo,menos
tan,so,所以,suǒ yǐ,então
tanto,so much,就这么多,jiù zhè me duō,tanto
mejor,better,更好,gèng hǎo,melhor
peor,worse,更糟,gèng zāo,pior
mayor,major,主要,zhǔ yào,principal
menor,minor,次要,cì yào,menor
igual,same,相同,xiāng tóng,mesmo
diferente,different,不同,bù tóng,diferente
mismo,same,相同,xiāng tóng,mesmo
similar,similar,类似,lèi sì,semelhante
distinto,different,不同,bù tóng,diferente
superior,top,顶部,dǐng bù,topo
inferior,bottom,底部,dǐ bù,inferior
mucho más,much more,更多,gèng duō,muito mais
un poco más,a little more,再多一点,zài duō yì diǎn,um pouco mais
mucho menos,much less,少得多,shǎo dé duō,muito menos
un poco menos,a little less,少一点,shǎo yì diǎn,um pouco menos
tan bueno,so good,太好了,tài hǎo le,tão bom
tan grande,so big,这么大,zhè me dà,tão grande
tanto como,as much as,多达,duō dá,tanto quanto
no tanto,not so much,没那么多,méi nà me duō,nem tanto
mucho mejor,much better,好多了,hǎo duō le,muito melhor
cada vez mejor,getting better,变得更好,biàn dé gèng hǎo,melhorando
mucho peor,much worse,更糟糕,gèng zāo gāo,muito pior
cada vez peor,getting worse,变得更糟,biàn dé gèng zāo,piorando
la mayor,the oldest,最古老的,zuì gǔ lǎo de,o mais antigo
el mayor,the eldest,最年长的,zuì nián zhǎng de,o mais velho
la menor,the minor,未成年人,wèi chéng nián rén,o menor
el menor,the youngest,最年轻的,zuì nián qīng de,o mais novo
es igual,is the same,是一样的,shì yī yàng de,é a mesma coisa
todo igual,everything the same,一切都一样,yī qiè dōu yī yàng,tudo igual
muy diferente,very different,非常不同,fēi cháng bù tóng,muito diferente
algo diferente,something different,不同的东西,bù tóng de dōng xī,algo diferente
el mismo,the same,一样,yī yàng,o mesmo
lo mismo,the same,一样,yī yàng,o mesmo
muy similar,very similar,非常相似,fēi cháng xiāng sì,muito parecido
algo similar,something similar,类似的东西,lèi sì de dōng xī,algo parecido
muy distinto,very different,非常不同,fēi cháng bù tóng,muito diferente
algo distinto,something different,不同的东西,bù tóng de dōng xī,algo diferente
muy superior,very superior,非常优越,fēi cháng yōu yuè,muito superior
calidad superior,top quality,顶级品质,dǐng jí pǐn zhì,qualidade superior
muy inferior,very inferior,很劣质,hěn liè zhì,muito inferior
calidad inferior,inferior quality,质量低劣,zhì liàng dī liè,qualidade inferior
