spanish,english,chinese,pinyin,portuguese
fundo,I found,我创立,wǒ chuàng lì,fundo
fundas,you found,你创立,nǐ chuàng lì,capas
funda,founds,创立,chuàng lì,capa
fundamos,we founded,我们创立了,wǒ men chuàng lì le,fundamos
fundáis,you found,你们创立,nǐ men chuàng lì,vocês fundam
fundan,they found,他们创立,tā men chuàng lì,fundam
fundar,to found,创立,chuàng lì,fundar
fundación,foundation,基金会,jī jīn huì,fundação
fundador,founder,创始人,chuàng shǐ rén,fundador
fundadora,founder,创始人,chuàng shǐ rén,fundador
yo fundo,I found,我创立,wǒ chuàng lì,Eu fundo
lo fundo,I found it,我创立了它,wǒ chuàng lì le tā,Eu o fundo
tú fundas,you found,你创立,nǐ chuàng lì,você cobre
lo fundas,you found it,你创立了它,nǐ chuàng lì le tā,você o funda
él funda,he founds,他创立了,tā chuàng lì le,ele funda
lo funda,founds it,创立了它,chuàng lì le tā,o funda
nosotros fundamos,we founded,我们创立了,wǒ men chuàng lì le,fundamos
lo fundamos,we founded it,我们创立了它,wǒ men chuàng lì le tā,nós fundamos
vosotros fundáis,you found,你们创立,nǐ men chuàng lì,vocês fundam
lo fundáis,you found it,你们创立了它,nǐ men chuàng lì le tā,vocês o fundam
ellos fundan,they found,他们创立,tā men chuàng lì,eles fundam
lo fundan,they found it,他们创立了它,tā men chuàng lì le tā,eles o fundam
quiero fundar,I want to found,我想创立,wǒ xiǎng chuàng lì,Eu quero fundar
voy a fundar,I am going to found,我要创立,wǒ yào chuàng lì,Eu vou fundar
la fundación,the foundation,基金会,jī jīn huì,a fundação
una fundación,a foundation,基金会,jī jīn huì,uma fundação
el fundador,the founder,创始人,chuàng shǐ rén,o fundador
un fundador,a founder,创始人,chuàng shǐ rén,um fundador
la fundadora,the founder,创始人,chuàng shǐ rén,o fundador
una fundadora,a founder,创始人,chuàng shǐ rén,um fundador
