spanish,english,chinese,pinyin,portuguese
jugo,juice,果汁,guǒ zhī,suco
zumo,juice,果汁,guǒ zhī,sumo
refresco,soft drink,汽水,qì shuǐ,refrigerante
cerveza,beer,啤酒,pí jiǔ,cerveja
vino,wine,葡萄酒,pú táo jiǔ,vinho
limonada,lemonade,柠檬水,níng méng shuǐ,limonada
batido,milkshake,奶昔,nǎi xī,batido
licor,liquor,烈酒,liè jiǔ,licor
tinto,red wine,红酒,hóng jiǔ,tinto
rosado,rosé wine,玫瑰酒,méi guī jiǔ,rosado
sidra,cider,苹果酒,píng guǒ jiǔ,sidra
sangría,sangria,桑格利亚,sāng gé lì yà,sangria
ron,rum,朗姆酒,lǎng mǔ jiǔ,rum
vodka,vodka,伏特加,fú tè jiā,vodka
el jugo,the juice,这杯果汁,zhè bēi guǒ zhī,o suco
jugo de naranja,orange juice,橙汁,chéng zhī,suco de laranja
el zumo,the juice,这杯果汁,zhè bēi guǒ zhī,o sumo
zumo de manzana,apple juice,苹果汁,píng guǒ zhī,sumo de maçã
un refresco,a soft drink,一杯汽水,yì bēi qì shuǐ,um refrigerante
el refresco,the soft drink,这杯汽水,zhè bēi qì shuǐ,o refrigerante
una cerveza,a beer,一杯啤酒,yì bēi pí jiǔ,uma cerveja
la cerveza,the beer,这杯啤酒,zhè bēi pí jiǔ,a cerveja
el vino,the wine,这杯葡萄酒,zhè bēi pú táo jiǔ,o vinho
vino blanco,white wine,白葡萄酒,bái pú táo jiǔ,vinho branco
la limonada,the lemonade,这杯柠檬水,zhè bēi níng méng shuǐ,a limonada
una limonada,a lemonade,一杯柠檬水,yì bēi níng méng shuǐ,uma limonada
un batido,a milkshake,一杯奶昔,yì bēi nǎi xī,um batido
el batido,the milkshake,这杯奶昔,zhè bēi nǎi xī,o batido
el licor,the liquor,这杯烈酒,zhè bēi liè jiǔ,o licor
un licor,a liquor,一杯烈酒,yì bēi liè jiǔ,um licor
vino tinto,red wine,红葡萄酒,hóng pú táo jiǔ,vinho tinto
el tinto,the red wine,这杯红酒,zhè bēi hóng jiǔ,o tinto
vino rosado,rosé wine,玫瑰酒,méi guī jiǔ,vinho rosado
el rosado,the rosé,这杯玫瑰酒,zhè bēi méi guī jiǔ,o rosado
la sidra,the cider,这杯苹果酒,zhè bēi píng guǒ jiǔ,a sidra
una sidra,a cider,一杯苹果酒,yì bēi píng guǒ jiǔ,uma sidra
la sangría,the sangria,这杯桑格利亚,zhè bēi sāng gé lì yà,a sangria
una sangría,a sangria,一杯桑格利亚,yì bēi sāng gé lì yà,uma sangria
el ron,the rum,这杯朗姆酒,zhè bēi lǎng mǔ jiǔ,o rum
con ron,with rum,加朗姆酒,jiā lǎng mǔ jiǔ,com rum
el vodka,the vodka,这杯伏特加,zhè bēi fú tè jiā,a vodka
con vodka,with vodka,加伏特加,jiā fú tè jiā,com vodka
