spanish,english,chinese,pinyin,portuguese
farmacéutico,pharmacist,药剂师,yào jì shī,farmacêutico
medicamento,medication,药物,yào wù,medicamento
píldora,pill,药丸,yào wán,pílula
cápsula,capsule,胶囊,jiāo náng,cápsula
jarabe,syrup,糖浆,táng jiāng,xarope
inyección,injection,注射,zhù shè,injeção
vacuna,vaccine,疫苗,yì miáo,vacina
dosis,dose,剂量,jì liàng,dose
efecto,effect,效果,xiào guǒ,efeito
secundario,secondary,副作用,fù zuò yòng,secundário
curar,cure,治愈,zhì yù,cura
aliviar,relieve,缓解,huǎn jiě,aliviar
genérico,generic,通用,tōng yòng,genérico
patente,patent,专利,zhuān lì,patente
prospecto,leaflet,说明书,shuō míng shū,bula
posología,dosage,用药说明,yòng yào shuō míng,posologia
contraindicación,contraindication,禁忌症,jìn jì zhèng,contra-indicação
interacción,interaction,相互作用,xiāng hù zuò yòng,interação
el farmacéutico,the pharmacist,药剂师,yào jì shī,o farmacêutico
un farmacéutico,a pharmacist,药剂师,yào jì shī,um farmacêutico
el medicamento,the medicine,药,yào,o remédio
un medicamento,a medicine,一种药,yī zhǒng yào,um remédio
la píldora,the pill,药丸,yào wán,a pílula
una píldora,a pill,一颗药丸,yī kē yào wán,uma pílula
la cápsula,the capsule,胶囊,jiāo náng,a cápsula
una cápsula,a capsule,胶囊,jiāo náng,uma cápsula
el jarabe,the syrup,糖浆,táng jiāng,a calda
un jarabe,a syrup,糖浆,táng jiāng,uma calda
la inyección,the injection,注射,zhù shè,a injeção
una inyección,an injection,注射,zhù shè,uma injeção
la vacuna,the vaccine,疫苗,yì miáo,a vacina
una vacuna,a vaccine,疫苗,yì miáo,uma vacina
la dosis,the dose,剂量,jì liàng,a dose
una dosis,a dose,一剂,yī jì,uma dose
el efecto,the effect,效果,xiào guǒ,o efeito
un efecto,an effect,效果,xiào guǒ,um efeito
el secundario,the secondary,次要,cì yào,o secundário
efecto secundario,side effect,副作用,fù zuò yòng,efeito colateral
hay que curar,we have to cure,我们必须治愈,wǒ men bì xū zhì yù,temos que curar
voy a curar,I will cure,我会治愈,wǒ huì zhì yù,Eu vou curar
hay que aliviar,must be relieved,必须缓解,bì xū huǎn jiě,deve ser aliviado
voy a aliviar,I will relieve,我来缓解,wǒ lái huǎn jiě,Vou aliviar
el genérico,the generic,通用,tōng yòng,o genérico
un genérico,a generic,通用,tōng yòng,um genérico
la patente,the patent,专利,zhuān lì,a patente
una patente,a patent,专利,zhuān lì,uma patente
el prospecto,the leaflet,说明书,shuō míng shū,a bula
un prospecto,a leaflet,说明书,shuō míng shū,um cliente em potencial
la posología,the dosage,剂量,jì liàng,a dosagem
una posología,a posology,剂量学,jì liàng xué,uma posologia
la contraindicación,contraindication,禁忌症,jìn jì zhèng,contra-indicação
una contraindicación,a contraindication,禁忌症,jìn jì zhèng,uma contra-indicação
la interacción,the interaction,相互作用,xiāng hù zuò yòng,a interação
una interacción,an interaction,相互作用,xiāng hù zuò yòng,uma interação
