spanish,english,chinese,pinyin,portuguese
pregunto,I ask,我问,wǒ wèn,eu pergunto
preguntas,questions,问题,wèn tí,perguntas
pregunta,question,问题,wèn tí,pergunta
preguntamos,we ask,我们问,wǒ men wèn,perguntamos
preguntáis,you ask,你问,nǐ wèn,você pergunta
preguntan,they ask,他们问,tā men wèn,eles perguntam
preguntar,ask,问,wèn,pergunte
respuesta,answer,回答,huí dá,responder
contestar,answer,回答,huí dá,responder
yo pregunto,I ask,我问,wǒ wèn,eu pergunto
te pregunto,I ask you,我问你,wǒ wèn nǐ,Eu te pergunto
tú preguntas,you ask,你问,nǐ wèn,você pergunta
me preguntas,you ask me,你问我,nǐ wèn wǒ,você me pergunta
él pregunta,he asks,他问,tā wèn,ele pergunta
ella pregunta,she asks,她问,tā wèn,ela pergunta
nosotros preguntamos,we ask,我们问,wǒ men wèn,perguntamos
les preguntamos,we ask them,我们问他们,wǒ men wèn tā men,nós perguntamos a eles
vosotros preguntáis,you ask,你问,nǐ wèn,você pergunta
nos preguntáis,you ask us,你问我们,nǐ wèn wǒ men,você nos pergunta
ellos preguntan,they ask,他们问,tā men wèn,eles perguntam
me preguntan,they ask me,他们问我,tā men wèn wǒ,eles me perguntam
quiero preguntar,I want to ask,我想问,wǒ xiǎng wèn,Eu quero perguntar
voy a preguntar,I'm going to ask,我要问,wǒ yào wèn,vou perguntar
la respuesta,the answer,答案,dá àn,a resposta
buena respuesta,good answer,好答案,hǎo dá àn,boa resposta
hay que contestar,you have to answer,你必须回答,nǐ bì xū huí dá,você tem que responder
voy a contestar,I'm going to answer,我来回答,wǒ lái huí dá,eu vou responder
