spanish,english,chinese,pinyin,portuguese
intento,I try,尝试,cháng shì,tente
intentas,you try,你试试,nǐ shì shì,você tenta
intenta,he/she tries,尝试,cháng shì,tente
intentamos,we try,我们尝试,wǒ men cháng shì,nós tentamos
intentáis,you try,你们试试,nǐ men shì shì,vocês tentam
intentan,they try,尝试,cháng shì,tente
intentar,to try,尝试,cháng shì,tente
tratar,to try,尝试,cháng shì,tente
ensayar,rehearse,排练,pái liàn,ensaiar
siempre lo intento,I always try,我总是尝试,wǒ zǒng shì cháng shì,Eu sempre tento
intento de nuevo,try again,再试一次,zài shì yī cì,tente novamente
si no lo intentas,if you don't try,如果你不尝试,rú guǒ nǐ bù cháng shì,se você não tentar
lo intentas todo,you try everything,你尝试一切,nǐ cháng shì yī qiè,você tenta de tudo
intenta otra vez,try again,再试一次,zài shì yī cì,tente novamente
él lo intenta mucho,he tries a lot,他尝试了很多,tā cháng shì le hěn duō,ele tenta muito
lo intentamos juntos,we try it together,我们一起试试,wǒ men yì qǐ shì shì,tentamos juntos
siempre intentamos mejorar,we always try to improve,我们总是努力改进,wǒ men zǒng shì nǔ lì gǎi jìn,tentamos sempre melhorar
lo intentáis con ganas,you try hard,你们努力吧,nǐ men nǔ lì ba,vocês se esforçam
siempre intentáis ayudar,you always try to help,你们总是尽力帮助,nǐ men zǒng shì jìn lì bāng zhù,vocês sempre tentam ajudar
ellos lo intentan todo,they try everything,他们尝试一切,tā men cháng shì yī qiè,eles tentam de tudo
nunca lo intentan,they never try,他们从不尝试,tā men cóng bù cháng shì,eles nunca tentam
vale la pena intentar,worth trying,值得一试,zhí de yī shì,vale a pena tentar
hay que intentar más,we have to try more,我们必须尝试更多,wǒ men bì xū cháng shì gèng duō,temos que tentar mais
tratar de entender,try to understand,尝试去理解,cháng shì qù lǐ jiě,tente entender
voy a tratar de hacerlo,I'll try to do it,我会努力去做,wǒ huì nǔ lì qù zuò,Vou tentar fazer
ensayar la obra,rehearse the play,排练戏剧,pái liàn xì jù,ensaia a peça
vamos a ensayar mañana,let's rehearse tomorrow,明天我们排练一下,míng tiān wǒ men pái liàn yī xià,vamos ensaiar amanhã
