spanish,english,chinese,pinyin,portuguese
creo,I think,我认为,wǒ rèn wéi,Eu acho
crees,do you think,你认为,nǐ rèn wéi,você acha
cree,he/she believes,相信,xiāng xìn,acredite
creemos,we believe,我们相信,wǒ men xiāng xìn,acreditamos
creéis,do you believe,你相信吗,nǐ xiāng xìn ma,você acredita
creen,they believe,相信,xiāng xìn,acredite
creer,believe,相信,xiāng xìn,acredite
creencia,belief,信念,xìn niàn,crença
fe,faith,信仰,xìn yǎng,fé
incredulidad,disbelief,难以置信,nán yǐ zhì xìn,descrença
yo creo,I believe,我相信,wǒ xiāng xìn,Eu acredito
creo que sí,I think so,我也这么认为,wǒ yě zhè me rèn wéi,Acho que sim
tú crees,you believe,你相信,nǐ xiāng xìn,você acredita
lo crees,you believe it,你信吗,nǐ xìn ma,você acredita
él cree,he believes,他相信,tā xiāng xìn,ele acredita
ella cree,she believes,她相信,tā xiāng xìn,ela acredita
nosotros creemos,we believe,我们相信,wǒ men xiāng xìn,acreditamos
lo creemos,we believe it,我们相信,wǒ men xiāng xìn,acreditamos nisso
vosotros creéis,you believe,你相信,nǐ xiāng xìn,você acredita
lo creéis,do you believe it,你相信吗,nǐ xiāng xìn ma,você acredita nisso
ellos creen,they believe,他们相信,tā men xiāng xìn,eles acreditam
no creen,they don't believe,他们不相信,tā men bù xiāng xìn,eles não acreditam
quiero creer,I want to believe,我愿意相信,wǒ yuàn yì xiāng xìn,Eu quero acreditar
hay que creer,you have to believe,你必须相信,nǐ bì xū xiāng xìn,você tem que acreditar
la creencia,belief,信念,xìn niàn,crença
una creencia,a belief,一种信念,yī zhǒng xìn niàn,uma crença
la fe,faith,信仰,xìn yǎng,fé
con fe,with faith,凭着信念,píng zhe xìn niàn,com fé
la incredulidad,disbelief,难以置信,nán yǐ zhì xìn,descrença
con incredulidad,with disbelief,难以置信,nán yǐ zhì xìn,com descrença
