spanish,english,chinese,pinyin,portuguese
resuelvo,I solve,我解决,wǒ jiě jué,Eu resolvo
resuelves,you solve,你解决,nǐ jiě jué,você resolve
resuelve,solves,解决,jiě jué,resolve
resolvemos,we solve,我们解决,wǒ men jiě jué,nós resolvemos
resolvéis,you solve,你解决,nǐ jiě jué,você resolve
resuelven,solve,解决,jiě jué,resolver
resolver,to solve,解决,jiě jué,resolver
solucionar,to solve,解决,jiě jué,resolver
despejar,to clear,清除,qīng chú,claro
desentrañar,to unravel,解开,jiě kāi,desvendar
siempre resuelvo mis problemas,I always solve my problems,我总是解决我的问题,wǒ zǒng shì jiě jué wǒ de wèn tí,Eu sempre resolvo meus problemas
lo resuelvo en un momento,I'll solve it in a moment,我一会儿就解决这个问题,wǒ yī huì er jiù jiě jué zhè ge wèn tí,Vou resolver isso em um momento
cómo resuelves los conflictos,how do you resolve conflicts,你如何解决冲突,nǐ rú hé jiě jué chōng tū,como você resolve conflitos
tú resuelves todo rápido,you solve everything quickly,你很快就能解决所有问题,nǐ hěn kuài jiù néng jiě jué suǒ yǒu wèn tí,você resolve tudo rapidamente
él lo resuelve todo,he solves everything,他解决了一切,tā jiě jué le yī qiè,ele resolve tudo
el tiempo todo lo resuelve,time solves everything,时间能解决一切,shí jiān néng jiě jué yī qiè,o tempo resolve tudo
juntos resolvemos cualquier cosa,together we solve anything,我们一起解决任何问题,wǒ men yì qǐ jiě jué rèn hé wèn tí,juntos resolvemos qualquer coisa
lo resolvemos entre todos,we solve it together,我们一起解决,wǒ men yì qǐ jiě jué,resolvemos juntos
cómo lo resolvéis,how do you solve it,怎么解决,zěn me jiě jué,como você resolve isso
lo resolvéis muy bien,you solved it very well,你解决得很好,nǐ jiě jué dé hěn hǎo,você resolveu muito bem
ellos lo resuelven solos,they solve it alone,他们独自解决了,tā men dú zì jiě jué le,eles resolvem sozinhos
se resuelven hablando,are resolved by talking,通过交谈解决,tōng guò jiāo tán jiě jué,são resolvidos conversando
hay que resolver esto pronto,This needs to be resolved soon,这个问题需要尽快解决,zhè ge wèn tí xū yào jǐn kuài jiě jué,Isso precisa ser resolvido logo
difícil de resolver,difficult to solve,很难解决,hěn nán jiě jué,difícil de resolver
solucionar el conflicto,to resolve the conflict,解决冲突,jiě jué chōng tū,resolver o conflito
hay que solucionar el problema,you have to solve the problem,问题必须解决,wèn tí bì xū jiě jué,o problema deve ser resolvido
despejar las dudas,to clear up doubts,释疑,shì yí,tirar dúvidas
hay que despejar el camino,you have to clear the path,必须清除路径,bì xū qīng chú lù jìng,o caminho deve ser limpo
desentrañar el misterio,to unravel the mystery,揭开谜底,jiē kāi mí dǐ,desvende o mistério
difícil de desentrañar,difficult to unravel,难以解开,nán yǐ jiě kāi,difícil de desvendar
