spanish,english,chinese,pinyin,portuguese
cabeza,head,头,tóu,cabeça
cara,face,脸,liǎn,face
ojo,eye,眼睛,yǎn jīng,olho
oreja,ear,耳朵,ěr duǒ,orelha
nariz,nose,鼻子,bí zi,nariz
boca,mouth,嘴,zuǐ,boca
diente,tooth,齿,chǐ,dente
lengua,language,语言,yǔ yán,linguagem
cuello,neck,脖子,bó zi,pescoço
hombro,shoulder,肩膀,jiān bǎng,ombro
brazo,arm,手臂,shǒu bì,braço
mano,hand,手,shǒu,mão
dedo,finger,手指,shǒu zhǐ,dedo
pecho,chest,胸部,xiōng bù,peito
espalda,back,后退,hòu tuì,voltar
estómago,stomach,胃,wèi,estômago
pierna,leg,腿,tuǐ,perna
rodilla,knee,膝盖,xī gài,joelho
pie,foot,脚,jiǎo,pé
mi cabeza,my head,我的头,wǒ de tóu,minha cabeça
dolor de cabeza,headache,头痛,tóu tòng,dor de cabeça
tu cara,your face,你的脸,nǐ de liǎn,seu rosto
la cara,the face,脸,liǎn,o rosto
mi ojo,my eye,我的眼睛,wǒ de yǎn jīng,meu olho
ojo izquierdo,left eye,左眼,zuǒ yǎn,olho esquerdo
mi oreja,my ear,我的耳朵,wǒ de ěr duǒ,meu ouvido
la oreja,the ear,耳朵,ěr duǒ,a orelha
tu nariz,your nose,你的鼻子,nǐ de bí zi,seu nariz
la nariz,the nose,鼻子,bí zi,o nariz
tu boca,your mouth,你的嘴,nǐ de zuǐ,sua boca
la boca,the mouth,嘴,zuǐ,a boca
mi diente,my tooth,我的牙齿,wǒ de yá chǐ,meu dente
dolor de diente,tooth pain,牙痛,yá tòng,dor de dente
mi lengua,my tongue,我的舌头,wǒ de shé tou,minha língua
la lengua,the tongue,舌头,shé tou,a língua
el cuello,the neck,脖子,bó zi,o pescoço
dolor de cuello,neck pain,颈部疼痛,jǐng bù téng tòng,dor no pescoço
mi hombro,my shoulder,我的肩膀,wǒ de jiān bǎng,meu ombro
el hombro,the shoulder,肩膀,jiān bǎng,o ombro
mi brazo,my arm,我的手臂,wǒ de shǒu bì,meu braço
el brazo,the arm,手臂,shǒu bì,o braço
mi mano,my hand,我的手,wǒ de shǒu,minha mão
tu mano,your hand,你的手,nǐ de shǒu,sua mão
mi dedo,my finger,我的手指,wǒ de shǒu zhǐ,meu dedo
el dedo,the finger,手指,shǒu zhǐ,o dedo
el pecho,the chest,胸部,xiōng bù,o peito
dolor de pecho,chest pain,胸痛,xiōng tòng,dor no peito
mi espalda,my back,我的背,wǒ de bèi,minhas costas
la espalda,the back,后面,hòu miàn,as costas
mi estómago,my stomach,我的胃,wǒ de wèi,meu estômago
dolor de estómago,stomachache,腹痛,fù tòng,dor de estômago
mi pierna,my leg,我的腿,wǒ de tuǐ,minha perna
la pierna,the leg,腿,tuǐ,a perna
mi rodilla,my knee,我的膝盖,wǒ de xī gài,meu joelho
la rodilla,the knee,膝盖,xī gài,o joelho
mi pie,my foot,我的脚,wǒ de jiǎo,meu pé
el pie,the foot,脚,jiǎo,o pé
