spanish,english,chinese,pinyin,portuguese
lunes,Monday,周一,zhōu yī,Segunda-feira
martes,Tuesday,周二,zhōu èr,Terça-feira
miércoles,Wednesday,周三,zhōu sān,Quarta-feira
jueves,Thursday,周四,zhōu sì,Quinta-feira
viernes,Friday,星期五,xīng qī wǔ,Sexta-feira
sábado,Saturday,周六,zhōu liù,Sábado
domingo,Sunday,星期日,xīng qī rì,Domingo
día,day,天,tiān,dia
semana,week,星期,xīng qī,semana
fin,end,结尾,jié wěi,fim
el lunes,on Monday,周一,zhōu yī,na segunda-feira
cada lunes,every monday,每个星期一,měi gè xīng qī yī,toda segunda-feira
el martes,on tuesday,周二,zhōu èr,na terça-feira
cada martes,every tuesday,每个星期二,měi gè xīng qī èr,toda terça-feira
el miércoles,on Wednesday,周三,zhōu sān,na quarta-feira
cada miércoles,every wednesday,每个星期三,měi gè xīng qī sān,toda quarta-feira
el jueves,on thursday,星期四,xīng qī sì,na quinta-feira
cada jueves,every thursday,每个星期四,měi gè xīng qī sì,toda quinta-feira
el viernes,on Friday,在周五,zài zhōu wǔ,na sexta-feira
cada viernes,every friday,每个星期五,měi gè xīng qī wǔ,toda sexta-feira
el sábado,on saturday,周六,zhōu liù,no sábado
cada sábado,every saturday,每个星期六,měi gè xīng qī liù,todo sábado
el domingo,on sunday,在星期天,zài xīng qī tiān,no domingo
cada domingo,every sunday,每个星期日,měi gè xīng qī rì,todo domingo
cada día,every day,每天,měi tiān,diário
un día,one day,一天,yī tiān,um dia
esta semana,this week,本星期,běn xīng qī,essa semana
la semana,the week,一周,yī zhōu,a semana
fin de semana,weekend,周末,zhōu mò,fim de semana
al fin,at last,终于,zhōng yú,afinal
