spanish,english,chinese,pinyin,portuguese
aumento,increase,增加,zēng jiā,aumentar
aumentas,you increase,你增加,nǐ zēng jiā,você aumenta
aumenta,increases,增加,zēng jiā,aumenta
aumentamos,we increase,我们增加,wǒ men zēng jiā,aumentamos
aumentáis,you increase,你增加,nǐ zēng jiā,você aumenta
aumentan,increase,增加,zēng jiā,aumentar
aumentar,increase,增加,zēng jiā,aumentar
incremento,increase,增加,zēng jiā,aumento
alza,rise,上升,shàng shēng,alta
auge,boom,高峰,gāo fēng,auge
yo aumento,I increase,我增加,wǒ zēng jiā,Eu aumento
lo aumento,I increase it,我增加它,wǒ zēng jiā tā,Eu aumento
tú aumentas,you increase,你增加,nǐ zēng jiā,você aumenta
lo aumentas,you increase it,你增加它,nǐ zēng jiā tā,você aumenta
él aumenta,he increases,他增加,tā zēng jiā,ele aumenta
lo aumenta,increases it,增加它,zēng jiā tā,aumenta
nosotros aumentamos,we increase,我们增加,wǒ men zēng jiā,aumentamos
lo aumentamos,we increase it,我们增加它,wǒ men zēng jiā tā,aumentamos
vosotros aumentáis,you increase,你增加,nǐ zēng jiā,você aumenta
lo aumentáis,you increase it,你增加它,nǐ zēng jiā tā,você aumenta
ellos aumentan,they increase,他们增加,tā men zēng jiā,eles aumentam
lo aumentan,they increase it,他们增加它,tā men zēng jiā tā,eles aumentam
quiero aumentar,I want to increase,我要增加,wǒ yào zēng jiā,Quero aumentar
voy a aumentar,I will increase,我会增加,wǒ huì zēng jiā,Vou aumentar
el incremento,the increase,增加,zēng jiā,o aumento
un incremento,an increase,增加,zēng jiā,um aumento
el alza,the rise,上涨,shàng zhǎng,a ascensão
en alza,on the rise,正在上升,zhèng zài shàng shēng,em ascensão
el auge,the boom,繁荣,fán róng,o boom
en auge,booming,蓬勃发展,péng bó fā zhǎn,crescendo
