spanish,english,chinese,pinyin,portuguese
llamo,I call,我打电话,wǒ dǎ diàn huà,Eu ligo
llamas,you call,你打电话,nǐ dǎ diàn huà,você liga
llama,calls,呼叫,hū jiào,chamadas
llamamos,we call,我们称之为,wǒ men chēng zhī wèi,chamamos
llamáis,you call,你打电话,nǐ dǎ diàn huà,você liga
llaman,they call,他们称,tā men chēng,eles ligam
llamar,call,致电,zhì diàn,ligar
llamarse,be called,被称为,bèi chēng wéi,ser chamado
llamada,call,电话,diàn huà,ligar
nombre,name,姓名,xìng míng,nome
me llamo,my name is,我的名字是,wǒ de míng zì shì,meu nome é
yo llamo,I call,我打电话,wǒ dǎ diàn huà,Eu ligo
te llamas,your name,你的名字,nǐ de míng zì,seu nome
cómo te llamas,what's your name,你叫什么名字,nǐ jiào shén me míng zì,qual é o seu nome
se llama,It's called,这叫,zhè jiào,Chama-se
cómo se llama,what is it called,这叫什么,zhè jiào shén me,como é chamado
nos llamamos,we call each other,我们互相称呼,wǒ men hù xiāng chēng hū,nós nos chamamos
lo llamamos,we call it,我们称之为,wǒ men chēng zhī wèi,nós chamamos isso
os llamáis,your name is,你们的名字是,nǐ men de míng zì shì,seu nome é
cómo os llamáis,what are your names,你们叫什么名字,nǐ men jiào shén me míng zì,quais são seus nomes
se llaman,they are called,他们被称为,tā men bèi chēng wéi,eles são chamados
cómo se llaman,what are they called,他们叫什么,tā men jiào shén me,como eles são chamados
hay que llamar,you have to call,你必须打电话,nǐ bì xū dǎ diàn huà,você tem que ligar
voy a llamar,I'm going to call,我要打电话,wǒ yào dǎ diàn huà,Vou ligar
puede llamarse,can be called,可以称为,kě yǐ chēng wéi,pode ser chamado
al llamarse,when called,当被调用时,dāng bèi diào yòng shí,quando chamado
la llamada,the call,呼叫,hū jiào,a chamada
una llamada,a call,一个电话,yí gè diàn huà,uma ligação
el nombre,the name,名字,míng zì,o nome
mi nombre,my name,我的名字,wǒ de míng zì,o meu nome
