spanish,english,chinese,pinyin,portuguese
tiempo,weather,时间,shí jiān,tempo
frío,cold,寒冷的,hán lěng de,frio
calor,hot,热,rè,aquecer
sol,sun,太阳,tài yáng,sol
viento,wind,风,fēng,vento
lluvia,rain,雨,yǔ,chuva
nieve,snow,雪,xuě,neve
nube,cloud,云,yún,nuvem
niebla,fog,雾,wù,névoa
tormenta,storm,风暴,fēng bào,tempestade
clima,climate,气候,qì hòu,clima
temperatura,temperature,温度,wēn dù,temperatura
pronóstico,forecast,预报,yù bào,previsão
húmedo,humid,湿的,shī de,úmido
hace buen tiempo,the weather is good,天气很好,tiān qì hěn hǎo,o tempo está bom
el tiempo,the time,天气,tiān qì,a hora
hace frío,it's cold,是冷的,shì lěng de,Está frio
mucho frío,very cold,很冷,hěn lěng,muito frio
hace calor,it's hot,很热,hěn rè,Está quente
mucho calor,very hot,非常热,fēi cháng rè,muito quente
hace sol,it's sunny,今天是晴天,jīn tiān shì qíng tiān,Está ensolarado
el sol,the sun,太阳,tài yáng,o sol
hace viento,it's windy,今天刮风,jīn tiān guā fēng,Está ventando
mucho viento,a lot of wind,有很大的风,yǒu hěn dà de fēng,muito vento
hay lluvia,there is rain,有雨,yǒu yǔ,há chuva
la lluvia,the rain,雨,yǔ,a chuva
hay nieve,there is snow,有雪,yǒu xuě,há neve
la nieve,the snow,雪,xuě,a neve
hay nubes,there are clouds,有云,yǒu yún,há nuvens
una nube,a cloud,一朵云,yī duǒ yún,uma nuvem
hay niebla,there is fog,有雾,yǒu wù,há neblina
la niebla,the fog,雾,wù,a neblina
hay tormenta,there is a storm,有暴风雨,yǒu bào fēng yǔ,há uma tempestade
la tormenta,the storm,风暴,fēng bào,a tempestade
el clima,the weather,天气,tiān qì,o clima
buen clima,good weather,好天气,hǎo tiān qì,bom tempo
la temperatura,the temperature,温度,wēn dù,a temperatura
alta temperatura,high temperature,高温,gāo wēn,alta temperatura
el pronóstico,the forecast,预测,yù cè,a previsão
mal pronóstico,bad forecast,不好的预测,bù hǎo de yù cè,previsão ruim
muy húmedo,very humid,非常潮湿,fēi cháng cháo shī,muito úmido
clima húmedo,humid climate,气候潮湿,qì hòu cháo shī,clima úmido
