spanish,english,chinese,pinyin,portuguese
estar en las nubes,be in the clouds,心不在焉,xīn bù zài yān,estar nas nuvens
meter la pata,screw up,搞砸了,gǎo zá le,estragar tudo
echar de menos,miss,想念,xiǎng niàn,senhorita
dar la vuelta,turn around,转身,zhuǎn shēn,virar
tomar el pelo,tease,挑逗,tiǎo dòu,provocar
ponerse las pilas,get your act together,振作起来,zhèn zuò qǐ lái,recomponha-se
estar al día,stay up to date,保持最新状态,bǎo chí zuì xīn zhuàng tài,mantenha-se atualizado
hacer la vista gorda,turn a blind eye,视而不见,shì ér bù jiàn,fechar os olhos
tirar la toalla,throw in the towel,认输,rèn shū,jogue a toalha
estar hecho polvo,be knackered,疲惫不堪,pí bèi bù kān,ficar exausto
ser pan comido,be a piece of cake,小菜一碟,xiǎo cài yī dié,seja moleza
costar un ojo de la cara,cost an arm and a leg,花费了一条胳膊和一条腿,huā fèi le yī tiáo gē bó hé yī tiáo tuǐ,custou um braço e uma perna
hablar por los codos,talk a lot,喋喋不休,dié dié bù xiū,falar
estar como una cabra,be like a goat,疯疯癫癫,fēng fēng diān diān,seja como uma cabra
tener mala leche,have bad temper,脾气不好,pí qì bù hǎo,tenho mau humor
no pegar ojo,don't sleep a wink,不睡觉,bù shuì jiào,não pregue o olho
ir al grano,get to the point,进入正题,jìn rù zhèng tí,vá direto ao ponto
estar hasta las narices,be fed up,厌倦了,yàn juàn le,estar farto
dar en el clavo,hit the nail on the head,一语中的,yī yǔ zhòng dì,acertou em cheio
poner los pelos de punta,make your hair stand on end,让你毛骨悚然,ràng nǐ máo gǔ sǒng rán,deixa seu cabelo em pé
no dar ni golpe,not lift a finger,不干活,bù gàn huó,não dar um único golpe
siempre estar en las nubes,always be in the clouds,总是心不在焉,zǒng shì xīn bù zài yān,esteja sempre nas nuvens
suele estar en las nubes,is usually in the clouds,通常心不在焉,tōng cháng xīn bù zài yān,geralmente está nas nuvens
voy a meter la pata,I'm going to screw up,我要搞砸了,wǒ yào gǎo zá le,Eu vou estragar tudo
suelo meter la pata,I usually screw up,我经常搞砸,wǒ jīng cháng gǎo zá,Eu costumo estragar tudo
te voy a echar de menos,I'm going to miss you,我会想念你的,wǒ huì xiǎng niàn nǐ de,Vou sentir sua falta
sin echar de menos,without missing,不遗漏,bù yí lòu,sem falta
voy a dar la vuelta,I'm going to turn around,我要转身,wǒ yào zhuǎn shēn,Eu vou me virar
hay que dar la vuelta,you have to turn around,你必须转身,nǐ bì xū zhuǎn shēn,você tem que se virar
suelen tomar el pelo,they usually tease,他们通常会取笑,tā men tōng cháng huì qǔ xiào,eles costumam provocar
para tomar el pelo,to tease,戏弄,xì nòng,provocar
hay que ponerse las pilas,you have to get your act together,你必须振作起来,nǐ bì xū zhèn zuò qǐ lái,você tem que se recompor
es hora de ponerse las pilas,It's time to get your act together,是时候振作起来了,shì shí hòu zhèn zuò qǐ lái le,É hora de agir em conjunto
hay que estar al día,you have to be up to date,你必须保持最新状态,nǐ bì xū bǎo chí zuì xīn zhuàng tài,você tem que estar atualizado
quiero estar al día,I want to be up to date,我想了解最新情况,wǒ xiǎng liǎo jiě zuì xīn qíng kuàng,Quero estar atualizado
suele hacer la vista gorda,usually turns a blind eye,通常视而不见,tōng cháng shì ér bù jiàn,geralmente faz vista grossa
no hay que hacer la vista gorda,no need to turn a blind eye,无需视而不见,wú xū shì ér bù jiàn,não há necessidade de fechar os olhos
voy a tirar la toalla,I'm going to throw in the towel,我要认输了,wǒ yào rèn shū le,Vou jogar a toalha
no quiero tirar la toalla,I don't want to throw in the towel,我不想认输,wǒ bù xiǎng rèn shū,Não quero jogar a toalha
parece estar hecho polvo,seems to be knackered,看起来很疲惫,kàn qǐ lái hěn pí bèi,parece estar exausto
suele estar hecho polvo,is usually knackered,通常是疲惫不堪,tōng cháng shì pí bèi bù kān,geralmente está exausto
esto va a ser pan comido,this is going to be a piece of cake,这将是小菜一碟,zhè jiāng shì xiǎo cài yī dié,isso vai ser moleza
va a ser pan comido,It's going to be a piece of cake,这将是小菜一碟,zhè jiāng shì xiǎo cài yī dié,Vai ser moleza
puede costar un ojo de la cara,can cost an arm and a leg,可能会花费一条胳膊和一条腿,kě néng huì huā fèi yī tiáo gē bó hé yī tiáo tuǐ,pode custar um braço e uma perna
