spanish,english,chinese,pinyin,portuguese
filosofía,philosophy,哲学,zhé xué,filosofia
filósofo,philosopher,哲学家,zhé xué jiā,filósofo
filósofa,philosopher,哲学家,zhé xué jiā,filósofo
concepto,concept,概念,gài niàn,conceito
realidad,reality,现实,xiàn shí,realidade
conciencia,consciousness,意识,yì shí,consciência
mente,mind,头脑,tóu nǎo,mente
alma,soul,灵魂,líng hún,alma
ética,ethics,道德,dào dé,ética
moral,moral,道德,dào dé,morais
lógica,logic,逻辑,luó jí,lógica
reflexionar,to reflect,反思,fǎn yìng,refletir
metafísica,metaphysics,形而上学,xíng ér shàng xué,metafísica
epistemología,epistemology,认识论,rèn shí lùn,epistemologia
ontología,ontology,本体论,běn tǐ lùn,ontologia
dialéctica,dialectic,辩证法,biàn zhèng fǎ,dialética
racionalismo,rationalism,理性主义,lǐ xìng zhǔ yì,racionalismo
empirismo,empiricism,经验主义,jīng yàn zhǔ yì,empirismo
esencia,essence,本质,běn zhì,essência
la filosofía,philosophy,哲学,zhé xué,filosofia
de filosofía,of philosophy,哲学,zhé xué,de filosofia
el filósofo,the philosopher,哲学家,zhé xué jiā,o filósofo
un filósofo,a philosopher,哲学家,zhé xué jiā,um filósofo
la filósofa,the philosopher,哲学家,zhé xué jiā,o filósofo
una filósofa,a philosopher,哲学家,zhé xué jiā,um filósofo
el concepto,the concept,概念,gài niàn,o conceito
un concepto,a concept,一个概念,yí gè gài niàn,um conceito
la realidad,reality,现实,xiàn shí,realidade
en realidad,actually,实际上,shí jì shàng,na verdade
la conciencia,consciousness,意识,yì shí,consciência
con conciencia,with conscience,有良心,yǒu liáng xīn,com consciência
la mente,the mind,心灵,xīn líng,a mente
en la mente,in the mind,心中,xīn zhōng,na mente
el alma,the soul,灵魂,líng hún,a alma
un alma,a soul,一个灵魂,yí gè líng hún,uma alma
la ética,ethics,道德,dào dé,ética
con ética,with ethics,有道德,yǒu dào dé,com ética
la moral,morality,道德,dào dé,moralidade
con moral,with morals,有道德,yǒu dào dé,com moral
la lógica,the logic,逻辑,luó jí,a lógica
con lógica,with logic,有逻辑,yǒu luó jí,com lógica
hay que reflexionar,you have to reflect,你必须反思,nǐ bì xū fǎn sī,você tem que refletir
voy a reflexionar,I'm going to reflect,我要反思,wǒ yào fǎn sī,Vou refletir
la metafísica,metaphysics,形而上学,xíng ér shàng xué,metafísica
de metafísica,of metaphysics,形而上学,xíng ér shàng xué,da metafísica
la epistemología,epistemology,认识论,rèn shí lùn,epistemologia
de epistemología,of epistemology,认识论,rèn shí lùn,da epistemologia
la ontología,ontology,本体论,běn tǐ lùn,ontologia
de ontología,of ontology,本体论,běn tǐ lùn,de ontologia
la dialéctica,the dialectic,辩证法,biàn zhèng fǎ,a dialética
con dialéctica,with dialectic,辩证法,biàn zhèng fǎ,com dialética
el racionalismo,rationalism,理性主义,lǐ xìng zhǔ yì,racionalismo
del racionalismo,of rationalism,理性主义,lǐ xìng zhǔ yì,do racionalismo
el empirismo,empiricism,经验主义,jīng yàn zhǔ yì,empirismo
del empirismo,of empiricism,经验主义,jīng yàn zhǔ yì,do empirismo
la esencia,the essence,本质,běn zhì,a essência
en esencia,in essence,本质上,běn zhì shàng,em essência
