spanish,english,chinese,pinyin,portuguese
jefe,boss (masculine),老板,lǎo bǎn,chefe
jefa,boss (feminine),老板,lǎo bǎn,chefe
empleado,employee (masculine),员工,yuán gōng,funcionário
empleada,employee (feminine),员工,yuán gōng,funcionária
compañero,coworker (masculine),伙伴,huǒ bàn,companheiro
compañera,coworker (feminine),伙伴,huǒ bàn,companheira
cliente,client (masculine),顾客,gù kè,cliente
clienta,client (feminine),客户,kè hù,cliente
reunión,meeting,会议,huì yì,reunião
proyecto,project,项目,xiàng mù,projeto
documento,document,文档,wén dàng,documento
correo,mail,邮件,yóu jiàn,correspondência
teléfono,phone,电话,diàn huà,telefone
salario,salary,薪水,xīn shuǐ,salário
contrato,contract,合同,hé tóng,contrato
empresa,company,公司,gōng sī,empresa
negocio,business,商业,shāng yè,negócios
cita,appointment,预约,yù yuē,encontro
despacho,office,办公室,bàn gōng shì,escritório
cubículo,cubicle,小隔间,xiǎo gé jiān,cubículo
el jefe,the boss (masculine),老板,lǎo bǎn,o chefe
mi jefe,my boss,我的老板,wǒ de lǎo bǎn,meu chefe
la jefa,the boss (feminine),老板,lǎo bǎn,a chefe
mi jefa,my boss,我的老板,wǒ de lǎo bǎn,minha chefe
el empleado,the employee (masculine),雇员,gù yuán,o funcionário
un empleado,an employee,一名雇员,yī míng gù yuán,um funcionário
la empleada,the employee (feminine),雇员,gù yuán,a funcionária
una empleada,an employee,一名雇员,yī míng gù yuán,uma funcionária
mi compañero,my coworker,我的伙伴,wǒ de huǒ bàn,meu parceiro
un compañero,a coworker,一个同伴,yí gè tóng bàn,um companheiro
mi compañera,my coworker,我的伙伴,wǒ de huǒ bàn,minha companheira
una compañera,a coworker,一个同伴,yí gè tóng bàn,uma companheira
el cliente,the client (masculine),客户,kè hù,o cliente
un cliente,a client,一个客户,yí gè kè hù,um cliente
la clienta,the client (feminine),客户,kè hù,a cliente
una clienta,a client,一个客户,yí gè kè hù,uma cliente
la reunión,the meeting,会议,huì yì,a reunião
en la reunión,at the meeting,在会议上,zài huì yì shàng,na reunião
el proyecto,the project,该项目,gāi xiàng mù,o projeto
mi proyecto,my project,我的项目,wǒ de xiàng mù,meu projeto
el documento,the document,该文件,gāi wén jiàn,o documento
un documento,a document,一份文件,yī fèn wén jiàn,um documento
el correo,the mail,邮件,yóu jiàn,o correio
mi correo,my email,我的电子邮件,wǒ de diàn zi yóu jiàn,meu e-mail
el teléfono,the phone,电话,diàn huà,o telefone
por teléfono,by phone,通过电话,tōng guò diàn huà,por telefone
el salario,the salary,工资,gōng zī,o salário
mi salario,my salary,我的工资,wǒ de gōng zī,meu salário
el contrato,the contract,合同,hé tóng,o contrato
mi contrato,my contract,我的合同,wǒ de hé tóng,meu contrato
la empresa,the company,公司,gōng sī,a empresa
mi empresa,my company,我的公司,wǒ de gōng sī,minha empresa
el negocio,the business,业务,yè wù,o negócio
mi negocio,my business,我的事,wǒ de shì,meu negócio
la cita,the appointment,预约,yù yuē,o encontro
mi cita,my appointment,我的约会,wǒ de yuē huì,meu encontro
el despacho,the office,办公室,bàn gōng shì,o escritório
mi despacho,my office,我的办公室,wǒ de bàn gōng shì,meu escritório
el cubículo,the cubicle,小隔间,xiǎo gé jiān,o cubículo
mi cubículo,my cubicle,我的小隔间,wǒ de xiǎo gé jiān,meu cubículo
