spanish,english,chinese,pinyin,portuguese
ocurro,happens,发生,fā shēng,acontece
ocurres,occur,发生,fā shēng,ocorrer
ocurre,happens,发生,fā shēng,acontece
ocurrimos,we happen,我们发生,wǒ men fā shēng,nós acontecemos
ocurrís,happen,发生,fā shēng,acontecer
ocurren,occur,发生,fā shēng,ocorrer
ocurrir,occur,发生,fā shēng,ocorrer
evento,event,事件,shì jiàn,evento
tener lugar,take place,发生,fā shēng,acontecer
acaecer,happen,发生,fā shēng,acontecer
me ocurro,it occurs to me,我想到了,wǒ xiǎng dào le,isso me ocorre
se me ocurro,it occurred to me,我想到了,wǒ xiǎng dào le,isso me ocorreu
te ocurres,do you think,你认为,nǐ rèn wéi,você acha
se te ocurres,it occurs to you,你想到了,nǐ xiǎng dào le,isso ocorre com você
le ocurre,happens to him,发生在他身上,fā shēng zài tā shēn shàng,acontece com ele
qué ocurre,what's happening,发生了什么事,fā shēng le shén me shì,o que está acontecendo
nos ocurrimos,we came up with,我们想出了,wǒ men xiǎng chū le,nós criamos
se nos ocurrimos,we came up with,我们想出了,wǒ men xiǎng chū le,nós criamos
os ocurrís,you occur,你出现,nǐ chū xiàn,você ocorre
se os ocurrís,you come up with,你想出,nǐ xiǎng chū,você inventa
les ocurren,happen to them,发生在他们身上,fā shēng zài tā men shēn shàng,acontecer com eles
qué les ocurren,what happens to them,他们会发生什么,tā men huì fā shēng shén me,o que acontece com eles
puede ocurrir,can happen,可能发生,kě néng fā shēng,pode acontecer
suele ocurrir,usually happens,通常会发生,tōng cháng huì fā shēng,geralmente acontece
el evento,the event,事件,shì jiàn,o evento
un evento,an event,一个事件,yí gè shì jiàn,um evento
va a tener lugar,is going to take place,即将发生,jí jiāng fā shēng,vai acontecer
tiene que tener lugar,has to take place,必须发生,bì xū fà shēng,tem que acontecer
puede acaecer,can happen,可能发生,kě néng fā shēng,pode acontecer
suele acaecer,usually happens,通常会发生,tōng cháng huì fā shēng,geralmente acontece
