spanish,english,chinese,pinyin,portuguese
supongo,I guess,我猜,wǒ cāi,Eu acho
supones,you suppose,你认为,nǐ rèn wéi,você supõe
supone,supposes,假设,jiǎ shè,supõe
suponemos,we assume,我们假设,wǒ men jiǎ shè,assumimos
suponéis,you suppose,你认为,nǐ rèn wéi,você supõe
suponen,they assume,他们假设,tā men jiǎ shè,eles assumem
suponer,suppose,假设,jiǎ shè,suponha
suposición,assumption,假设,jiǎ shè,suposição
imaginar,imagine,想象,xiǎng xiàng,imagina
asumir,assume,假设,jiǎ shè,assumir
yo supongo,I guess,我猜,wǒ cāi,Eu acho
lo supongo,I guess,我猜,wǒ cāi,Eu acho
tú supones,you suppose,你认为,nǐ rèn wéi,você supõe
lo supones,you assume it,你假设它,nǐ jiǎ shè tā,você assume isso
él supone,he supposes,他认为,tā rèn wéi,ele supõe
lo supone,assumes it,假设它,jiǎ shè tā,assume
nosotros suponemos,we assume,我们假设,wǒ men jiǎ shè,assumimos
lo suponemos,we assume,我们假设,wǒ men jiǎ shè,assumimos
vosotros suponéis,you suppose,你认为,nǐ rèn wéi,você supõe
lo suponéis,you guess,你猜,nǐ cāi,você adivinha
ellos suponen,they assume,他们假设,tā men jiǎ shè,eles assumem
lo suponen,they assume it,他们认为,tā men rèn wéi,eles assumem isso
quiero suponer,I want to assume,我想假设,wǒ xiǎng jiǎ shè,Eu quero assumir
voy a suponer,I'm going to assume,我假设,wǒ jiǎ shè,Vou assumir
la suposición,the assumption,假设,jiǎ shè,a suposição
una suposición,a guess,猜测,cāi cè,um palpite
hay que imaginar,you have to imagine,你必须想象,nǐ bì xū xiǎng xiàng,você tem que imaginar
voy a imaginar,I'm going to imagine,我会想象,wǒ huì xiǎng xiàng,Vou imaginar
hay que asumir,we have to assume,我们必须假设,wǒ men bì xū jiǎ shè,temos que assumir
voy a asumir,I will assume,我会假设,wǒ huì jiǎ shè,eu vou assumir
