spanish,english,chinese,pinyin,portuguese
fútbol,soccer,足球,zú qiú,futebol
baloncesto,basketball,篮球,lán qiú,basquete
tenis,tennis,网球,wǎng qiú,tênis
béisbol,baseball,棒球,bàng qiú,beisebol
golf,golf,高尔夫,gāo ěr fū,golfe
voleibol,volleyball,排球,pái qiú,voleibol
natación,swimming,游泳,yóu yǒng,natação
atletismo,athletics,田径,tián jìng,atletismo
equipo,team,团队,tuán duì,equipe
entrenador,coach,教练,jiào liàn,treinador
entrenadora,coach,教练,jiào liàn,treinador
empatar,tie,打成平手,dǎ chéng píng shǒu,empatar
gol,goal,进球,jìn qiú,gol
punto,point,点,diǎn,ponto
ciclismo,cycling,骑自行车,qí zì xíng chē,ciclismo
boxeo,boxing,拳击,quán jī,boxe
esquí,ski,滑雪,huá xuě,esquiar
surf,surfing,冲浪,chōng làng,surfando
escalada,climbing,攀登,pān dēng,escalada
patinaje,skating,滑冰,huá bīng,patinando
el fútbol,football,足球,zú qiú,futebol
jugar fútbol,play soccer,踢足球,tī zú qiú,jogar futebol
el baloncesto,basketball,篮球,lán qiú,basquete
jugar baloncesto,play basketball,打篮球,dǎ lán qiú,jogar basquete
el tenis,tennis,网球,wǎng qiú,tênis
jugar tenis,play tennis,打网球,dǎ wǎng qiú,jogar tênis
el béisbol,baseball,棒球,bàng qiú,beisebol
jugar béisbol,play baseball,打棒球,dǎ bàng qiú,jogar beisebol
el golf,golf,高尔夫,gāo ěr fū,golfe
jugar golf,play golf,打高尔夫球,dǎ gāo ěr fū qiú,jogar golfe
el voleibol,volleyball,排球,pái qiú,voleibol
jugar voleibol,play volleyball,打排球,dǎ pái qiú,jogar vôlei
la natación,swimming,游泳,yóu yǒng,natação
practicar natación,practice swimming,练习游泳,liàn xí yóu yǒng,praticar natação
el atletismo,athletics,田径,tián jìng,atletismo
practicar atletismo,practice athletics,练习田径,liàn xí tián jìng,praticar atletismo
el equipo,the team,团队,tuán duì,a equipe
mi equipo,my team,我的团队,wǒ de tuán duì,minha equipe
el entrenador,the coach,教练,jiào liàn,o treinador
un entrenador,a coach,教练,jiào liàn,um treinador
la entrenadora,the coach,教练,jiào liàn,o treinador
una entrenadora,a coach,教练,jiào liàn,um treinador
vamos a empatar,let's tie,我们会打成平手,wǒ men huì dǎ chéng píng shǒu,vamos empatar
puede empatar,can tie,可以打成平手,kě yǐ dǎ chéng píng shǒu,pode empatar
un gol,a goal,一个进球,yí gè jìn qiú,um gol
buen gol,good goal,好球,hǎo qiú,bom gol
un punto,a point,一点,yì diǎn,um ponto
el punto,the point,要点,yào diǎn,o ponto
el ciclismo,cycling,骑自行车,qí zì xíng chē,ciclismo
practicar ciclismo,practice cycling,练习骑车,liàn xí qí chē,praticar ciclismo
el boxeo,boxing,拳击,quán jī,boxe
practicar boxeo,practice boxing,练习拳击,liàn xí quán jī,praticar boxe
el esquí,skiing,滑雪,huá xuě,esqui
practicar esquí,skiing,滑雪,huá xuě,esquiar
el surf,surfing,冲浪,chōng làng,surfe
practicar surf,surfing,冲浪,chōng làng,surfe
la escalada,climbing,攀登,pān dēng,escalada
practicar escalada,practice climbing,练习攀爬,liàn xí pān pá,praticar escalada
el patinaje,skating,滑冰,huá bīng,patinação
practicar patinaje,practice skating,练习滑冰,liàn xí huá bīng,praticar patinação
