spanish,english,chinese,pinyin,portuguese
naturaleza,nature,自然,zì rán,natureza
árbol,tree,树,shù,árvore
planta,plant,植物,zhí wù,planta
flor,flower,花,huā,flor
hoja,sheet,片材,piàn cái,folha
bosque,forest,森林,sēn lín,floresta
montaña,mountain,山,shān,montanha
río,river,河,hé,rio
lago,lake,湖,hú,lago
mar,sea ​​,海​​,hǎi ​​,mar
playa,beach,海滩,hǎi tān,praia
arena,sand,沙子,shā zi,areia
roca,rock,摇滚,yáo gǔn,pedra
luna,moon,月亮,yuè liàng,lua
estrella,star,明星,míng xīng,estrela
cielo,sky,天空,tiān kōng,céu
tierra,land,土地,tǔ dì,terreno
fuego,fire,火,huǒ,fogo
prado,meadow,草地,cǎo dì,prado
cascada,waterfall,瀑布,pù bù,cachoeira
en plena naturaleza,in the middle of nature,在大自然中,zài dà zì rán zhōng,no meio da natureza
amante de la naturaleza,nature lover,大自然爱好者,dà zì rán ài hào zhě,amante da natureza
trepar al árbol,climb the tree,爬树,pá shù,subir na árvore
árbol frutal,fruit tree,果树,guǒ shù,árvore frutífera
regar la planta,water the plant,给植物浇水,gěi zhí wù jiāo shuǐ,regar a planta
planta medicinal,medicinal plant,药用植物,yào yòng zhí wù,planta medicinal
regalar flores,give flowers,送花,sòng huā,dê flores
flor silvestre,wild flower,野花,yě huā,flor silvestre
hoja seca,dry leaf,干叶,gàn yè,folha seca
caer las hojas,leaves fall,树叶飘落,shù yè piāo luò,folhas caem
perderse en el bosque,get lost in the forest,在森林里迷路,zài sēn lín lǐ mí lù,se perder na floresta
bosque tropical,tropical forest,热带森林,rè dài sēn lín,floresta tropical
escalar la montaña,climb the mountain,爬山,pá shān,subir a montanha
cima de la montaña,mountain top,山顶,shān dǐng,topo da montanha
cruzar el río,cross the river,过河,guò hé,atravessar o rio
orilla del río,river bank,河岸,hé àn,margem do rio
nadar en el lago,swim in the lake,在湖里游泳,zài hú lǐ yóu yǒng,nadar no lago
lago de montaña,mountain lake,高山湖泊,gāo shān hú pō,lago de montanha
orilla del mar,seashore,海边,hǎi biān,beira-mar
al otro lado del mar,on the other side of the sea,在海的另一边,zài hǎi de lìng yī biān,do outro lado do mar
ir a la playa,go to the beach,去海滩,qù hǎi tān,ir à praia
playa de arena fina,fine sand beach,细沙滩,xì shā tān,praia de areia fina
castillo de arena,sand castle,沙堡,shā bǎo,castelo de areia
arena movediza,quicksand,流沙,liú shā,areia movediça
escalar una roca,climb a rock,爬上岩石,pá shàng yán shí,escalar uma pedra
roca volcánica,volcanic rock,火山岩,huǒ shān yán,rocha vulcânica
luna llena,full moon,满月,mǎn yuè,lua cheia
claro de luna,moonlight,月光,yuè guāng,luar
estrella fugaz,shooting star,流星,liú xīng,estrela cadente
noche estrellada,starry night,星夜,xīng yè,noite estrelada
cielo azul,blue sky,蓝天,lán tiān,céu azul
bajo el cielo,under the sky,天空之下,tiān kōng zhī xià,sob o céu
tierra firme,solid land,坚实的土地,jiān shí de tǔ dì,terra sólida
vuelta a la tierra,back to earth,回到地球,huí dào dì qiú,de volta à terra
hacer fuego,make fire,生火,shēng huǒ,fazer fogo
fuegos artificiales,fireworks,烟花,yān huā,fogos de artifício
prado verde,green meadow,绿色的草地,lǜ sè de cǎo dì,prado verde
flores del prado,meadow flowers,草地花,cǎo dì huā,flores do prado
bajar en cascada,cascade down,级联下来,jí lián xià lái,cascata para baixo
cascada de agua,waterfall,瀑布,pù bù,cachoeira
