spanish,english,chinese,pinyin,portuguese
desaparezco,I disappear,我消失了,wǒ xiāo shī le,Eu desapareço
desapareces,you disappear,你消失了,nǐ xiāo shī le,você desaparece
desaparece,disappears,消失,xiāo shī,desaparece
desaparecemos,we disappear,我们消失了,wǒ men xiāo shī le,nós desaparecemos
desaparecéis,you disappear,你消失了,nǐ xiāo shī le,você desaparece
desaparecen,disappear,消失,xiāo shī,desaparecer
desaparecer,disappear,消失,xiāo shī,desaparecer
desaparición,disappearance,失踪,shī zōng,desaparecimento
perderse,get lost,迷路,mí lù,se perder
esfumarse,vanish,消失,xiāo shī,desaparecer
yo desaparezco,I disappear,我消失了,wǒ xiāo shī le,Eu desapareço
nunca desaparezco,I never disappear,我从未消失,wǒ cóng wèi xiāo shī,Eu nunca desapareço
tú desapareces,you disappear,你消失了,nǐ xiāo shī le,você desaparece
nunca desapareces,you never disappear,你永远不会消失,nǐ yǒng yuǎn bú huì xiāo shī,você nunca desaparece
él desaparece,he disappears,他消失了,tā xiāo shī le,ele desaparece
nunca desaparece,never disappears,永不消失,yǒng bù xiāo shī,nunca desaparece
nosotros desaparecemos,we disappear,我们消失了,wǒ men xiāo shī le,nós desaparecemos
nunca desaparecemos,we never disappear,我们永远不会消失,wǒ men yǒng yuǎn bú huì xiāo shī,nunca desaparecemos
vosotros desaparecéis,you disappear,你消失了,nǐ xiāo shī le,você desaparece
nunca desaparecéis,you never disappear,你永远不会消失,nǐ yǒng yuǎn bú huì xiāo shī,você nunca desaparece
ellos desaparecen,they disappear,他们消失了,tā men xiāo shī le,eles desaparecem
nunca desaparecen,they never disappear,他们永远不会消失,tā men yǒng yuǎn bú huì xiāo shī,eles nunca desaparecem
quiero desaparecer,I want to disappear,我想消失,wǒ xiǎng xiāo shī,Eu quero desaparecer
voy a desaparecer,I'm going to disappear,我要消失了,wǒ yào xiāo shī le,Eu vou desaparecer
la desaparición,the disappearance,失踪,shī zōng,o desaparecimento
una desaparición,a disappearance,失踪,shī zōng,um desaparecimento
hay que perderse,you have to get lost,你必须迷路,nǐ bì xū mí lù,você tem que se perder
sin perderse,without getting lost,不会迷路,bú huì mí lù,sem se perder
hay que esfumarse,you have to disappear,你必须消失,nǐ bì xū xiāo shī,você tem que desaparecer
antes de esfumarse,before disappearing,消失之前,xiāo shī zhī qián,antes de desaparecer
