spanish,english,chinese,pinyin,portuguese
revelo,reveal,揭示,jiē shì,revelar
revelas,you reveal,你透露,nǐ tòu lù,você revela
revela,reveals,揭示,jiē shì,revela
revelamos,we reveal,我们揭示,wǒ men jiē shì,nós revelamos
reveláis,you reveal,你透露,nǐ tòu lù,você revela
revelan,reveal,揭示,jiē shì,revelar
revelar,reveal,揭示,jiē shì,revelar
revelación,revelation,启示,qǐ shì,revelação
desvelar,reveal,揭示,jiē shì,revelar
secreto,secret,秘密,mì mì,segredo
yo revelo,I reveal,我透露,wǒ tòu lù,Eu revelo
te revelo,I reveal to you,小编给你揭晓,xiǎo biān gěi nǐ jiē xiǎo,Eu revelo para você
tú revelas,you reveal,你透露,nǐ tòu lù,você revela
me revelas,you reveal to me,你向我透露,nǐ xiàng wǒ tòu lù,você me revela
él revela,he reveals,他透露,tā tòu lù,ele revela
me revela,reveals to me,向我揭示,xiàng wǒ jiē shì,me revela
nosotros revelamos,we reveal,我们揭示,wǒ men jiē shì,nós revelamos
lo revelamos,we reveal it,我们揭晓,wǒ men jiē xiǎo,nós revelamos
vosotros reveláis,you reveal,你透露,nǐ tòu lù,você revela
me reveláis,you reveal to me,你向我透露,nǐ xiàng wǒ tòu lù,você me revela
ellos revelan,they reveal,他们揭示了,tā men jiē shì le,eles revelam
me revelan,reveal to me,向我透露,xiàng wǒ tòu lù,me revele
quiero revelar,I want to reveal,我想透露,wǒ xiǎng tòu lù,Quero revelar
voy a revelar,I will reveal,我来揭晓,wǒ lái jiē xiǎo,Vou revelar
la revelación,the revelation,启示,qǐ shì,a revelação
una revelación,a revelation,一个启示,yí gè qǐ shì,uma revelação
hay que desvelar,must be revealed,必须揭露,bì xū jiē lù,deve ser revelado
voy a desvelar,I'm going to reveal,我来揭晓,wǒ lái jiē xiǎo,Vou revelar
el secreto,the secret,秘密,mì mì,o segredo
un secreto,a secret,一个秘密,yí gè mì mì,um segredo
