spanish,english,chinese,pinyin,portuguese
caigo,I fall,我跌倒了,wǒ diē dǎo le,Eu caio
caes,you fall,你跌倒了,nǐ diē dǎo le,você cai
cae,falls,跌倒,diē dǎo,cai
caemos,we fall,我们跌倒,wǒ men diē dǎo,nós caímos
caéis,you fall,你跌倒了,nǐ diē dǎo le,você cai
caen,fall,秋天,qiū tiān,queda
caer,fall,秋天,qiū tiān,queda
tropiezo,stumble,绊倒,bàn dǎo,tropeçar
resbalón,slip,滑,huá,escorregar
deslizarse,slide,幻灯片,huàn dēng piàn,deslizar
yo caigo,I fall,我跌倒了,wǒ diē dǎo le,Eu caio
me caigo,I fall,我跌倒了,wǒ diē dǎo le,Eu caio
tú caes,you fall,你跌倒了,nǐ diē dǎo le,você cai
te caes,you fall,你跌倒了,nǐ diē dǎo le,você cai
él cae,he falls,他跌倒了,tā diē dǎo le,ele cai
se cae,falls,跌倒,diē dǎo,cai
nosotros caemos,we fall,我们跌倒,wǒ men diē dǎo,nós caímos
nos caemos,we fall,我们跌倒,wǒ men diē dǎo,nós caímos
vosotros caéis,you fall,你跌倒了,nǐ diē dǎo le,você cai
os caéis,you fall,你跌倒了,nǐ diē dǎo le,você cai
ellos caen,they fall,他们跌倒,tā men diē dǎo,eles caem
se caen,they fall,他们跌倒,tā men diē dǎo,eles caem
puede caer,can fall,会跌倒,huì diē dǎo,pode cair
va a caer,is going to fall,即将坠落,jí jiāng zhuì luò,vai cair
el tropiezo,the stumble,绊倒,bàn dǎo,o tropeço
un tropiezo,a stumble,一次绊倒,yī cì bàn dǎo,um tropeço
el resbalón,the slip,纸条,zhǐ tiáo,o deslize
un resbalón,a slip,一个失误,yí gè shī wù,um deslize
puede deslizarse,can slide,可以滑动,kě yǐ huá dòng,pode deslizar
va a deslizarse,is going to slide,将会滑动,jiāng huì huá dòng,vai deslizar
