spanish,english,chinese,pinyin,portuguese
participo,I participate,我参加,wǒ cān jiā,Eu participo
participas,you participate,你参与,nǐ cān yù,você participa
participa,participate,参与,cān yù,participe
participamos,we participate,我们参与,wǒ men cān yù,participamos
participáis,you participate,你参与,nǐ cān yù,você participa
participan,participate,参与,cān yù,participe
participar,participate,参与,cān yù,participe
participación,participation,参与,cān yù,participação
participante,participant,参与者,cān yù zhě,participante
colaborar,collaborate,合作,hé zuò,colaborar
participo en el concurso,I participate in the contest,我参加比赛,wǒ cān jiā bǐ sài,Eu participo do concurso
no participo en política,I do not participate in politics,我不参与政治,wǒ bù cān yù zhèng zhì,Não participo de política
participas en el proyecto,you participate in the project,您参与该项目,nín cān yù gāi xiàng mù,você participa do projeto
siempre participas en todo,you always participate in everything,你总是参与一切,nǐ zǒng shì cān yù yī qiè,você sempre participa de tudo
él participa activamente,he actively participates,他积极参与,tā jī jí cān yù,ele participa ativamente
ella participa en el equipo,she participates in the team,她参加了团队,tā cān jiā le tuán duì,ela participa da equipe
todos participamos por igual,we all participate equally,我们都平等参与,wǒ men dōu píng děng cān yù,todos participamos igualmente
participamos en la reunión,we participate in the meeting,我们参加会议,wǒ men cān jiā huì yì,participamos da reunião
participáis en las decisiones,you participate in the decisions,您参与决策,nín cān yù jué cè,você participa das decisões
cómo participáis en clase,how do you participate in class,你如何参加课程,nǐ rú hé cān jiā kè chéng,como você participa das aulas
muchos participan voluntariamente,many participate voluntarily,许多人自愿参加,xǔ duō rén zì yuàn cān jiā,muitos participam voluntariamente
ellos participan con entusiasmo,they participate with enthusiasm,他们热情地参与,tā men rè qíng dì cān yù,eles participam com entusiasmo
es importante participar,it is important to participate,参与很重要,cān yù hěn zhòng yào,é importante participar
me gusta participar en debates,I like to participate in debates,我喜欢参加辩论,wǒ xǐ huān cān jiā biàn lùn,Gosto de participar de debates
alta participación ciudadana,high citizen participation,高公民参与,gāo gōng mín cān yù,elevada participação cidadã
gracias por tu participación,thank you for your participation,感谢您的参与,gǎn xiè nín de cān yù,obrigado pela sua participação
cada participante tiene voz,each participant has a voice,每个参与者都有发言权,měi gè cān yù zhě dōu yǒu fā yán quán,cada participante tem voz
soy participante activo,I am an active participant,我是一个积极的参与者,wǒ shì yí gè jī jí de cān yù zhě,Sou um participante ativo
colaborar en equipo,collaborate as a team,团队协作,tuán duì xié zuò,colaborar em equipe
es un placer colaborar contigo,It is a pleasure to collaborate with you,很高兴与您合作,hěn gāo xìng yǔ nín hé zuò,É um prazer colaborar com você
