spanish,english,chinese,pinyin,portuguese
ejército,army,军队,jūn duì,exército
soldado,soldier,士兵,shì bīng,soldado
oficial,officer,军官,jūn guān,oficial
general,general,将军,jiāng jūn,general
capitán,captain,队长,duì zhǎng,capitão
capitana,captain,队长,duì zhǎng,capitã
arma,weapon,武器,wǔ qì,arma
fusil,rifle,步枪,bù qiāng,espingarda
pistola,pistol,枪,qiāng,arma
bomba,bomb,炸弹,zhà dàn,bomba
tanque,tank,坦克,tǎn kè,tanque
luchar,to fight,战斗,zhàn dòu,lutar
marina,navy,海军,hǎi jūn,marinha
infantería,infantry,步兵,bù bīng,infantaria
artillería,artillery,火炮,huǒ pào,artilharia
coronel,colonel,上校,shàng xiào,coronel
sargento,sergeant,中士,zhōng shì,sargento
el ejército,the army,军队,jūn duì,o exército
en el ejército,in the army,在军队,zài jūn duì,no exército
el soldado,the soldier,士兵,shì bīng,o soldado
un soldado,a soldier,一名士兵,yī míng shì bīng,um soldado
el oficial,the officer,军官,jūn guān,o oficial
un oficial,an officer,一名军官,yī míng jūn guān,um oficial
el general,the general,将军,jiāng jūn,o general
un general,a general,将军,jiāng jūn,um general
el capitán,the captain,上尉,chuán zhǎng,o capitão
un capitán,a captain,上尉,chuán zhǎng,um capitão
la capitana,the captain,上尉,chuán zhǎng,a capitã
una capitana,a captain,上尉,chuán zhǎng,uma capitã
el arma,the weapon,武器,wǔ qì,a arma
un arma,a weapon,武器,wǔ qì,uma arma
el fusil,the rifle,步枪,bù qiāng,a espingarda
un fusil,a rifle,步枪,bù qiāng,um rifle
la pistola,the gun,枪,qiāng,a arma
una pistola,a gun,一把枪,yī bǎ qiāng,uma arma
la bomba,the bomb,炸弹,zhà dàn,a bomba
una bomba,a bomb,炸弹,zhà dàn,uma bomba
el tanque,the tank,坦克,tǎn kè,o tanque
un tanque,a tank,坦克,tǎn kè,um tanque
hay que luchar,we have to fight,我们必须战斗,wǒ men bì xū zhàn dòu,temos que lutar
voy a luchar,I'm going to fight,我要战斗,wǒ yào zhàn dòu,Eu vou lutar
la marina,the navy,海军,hǎi jūn,a marinha
en la marina,in the navy,在海军,zài hǎi jūn,na marinha
la infantería,the infantry,步兵,bù bīng,a infantaria
en la infantería,in the infantry,在步兵,zài bù bīng,na infantaria
la artillería,the artillery,大炮,dà pào,a artilharia
en la artillería,in artillery,在炮兵,zài pào bīng,em artilharia
el coronel,the colonel,上校,shàng xiào,o coronel
un coronel,a colonel,上校,shàng xiào,um coronel
el sargento,the sergeant,中士,zhōng shì,o sargento
un sargento,a sergeant,一名中士,yī míng zhōng shì,um sargento
