spanish,english,chinese,pinyin,portuguese
sueñas,you dream,你梦想,nǐ mèng xiǎng,você sonha
sueña,dream,梦想,mèng xiǎng,sonho
soñamos,we dream,我们梦想,wǒ men mèng xiǎng,sonhamos
soñáis,you dream,你梦想,nǐ mèng xiǎng,você sonha
sueñan,they dream,他们梦想,tā men mèng xiǎng,eles sonham
soñar,dream,梦想,mèng xiǎng,sonho
soñador,dreamer,梦想家,mèng xiǎng jiā,sonhador
sueños,dreams,梦想,mèng xiǎng,sonhos
pesadilla,nightmare,噩梦,è mèng,pesadelo
ensueño,dream,梦想,mèng xiǎng,sonho
tú sueñas,you dream,你梦想,nǐ mèng xiǎng,você sonha
siempre sueñas,you always dream,你总是梦想,nǐ zǒng shì mèng xiǎng,você sempre sonha
él sueña,he dreams,他梦想,tā mèng xiǎng,ele sonha
siempre sueña,always dream,永远梦想,yǒng yuǎn mèng xiǎng,sempre sonhe
nosotros soñamos,we dream,我们梦想,wǒ men mèng xiǎng,sonhamos
siempre soñamos,we always dream,我们总是梦想,wǒ men zǒng shì mèng xiǎng,sempre sonhamos
vosotros soñáis,you dream,你梦想,nǐ mèng xiǎng,você sonha
siempre soñáis,you always dream,你总是梦想,nǐ zǒng shì mèng xiǎng,você sempre sonha
ellos sueñan,they dream,他们梦想,tā men mèng xiǎng,eles sonham
siempre sueñan,always dream,永远梦想,yǒng yuǎn mèng xiǎng,sempre sonhe
quiero soñar,I want to dream,我想要梦想,wǒ xiǎng yào mèng xiǎng,Eu quero sonhar
voy a soñar,I'm going to dream,我要做梦,wǒ yào zuò mèng,Vou sonhar
el soñador,the dreamer,梦想家,mèng xiǎng jiā,o sonhador
un soñador,a dreamer,梦想家,mèng xiǎng jiā,um sonhador
los sueños,the dreams,梦想,mèng xiǎng,os sonhos
mis sueños,my dreams,我的梦想,wǒ de mèng xiǎng,meus sonhos
la pesadilla,the nightmare,噩梦,è mèng,o pesadelo
una pesadilla,a nightmare,一场噩梦,yī cháng è mèng,um pesadelo
el ensueño,the dream,梦想,mèng xiǎng,o sonho
un ensueño,a dream,一个梦,yí gè mèng,um sonho
