spanish,english,chinese,pinyin,portuguese
robot,robot,机器人,jī qì rén,robô
robótica,robotics,机器人技术,jī qì rén jì shù,robótica
algoritmo,algorithm,算法,suàn fǎ,algoritmo
procesamiento,processing,加工,jiā gōng,processamento
automatización,automation,自动化,zì dòng huà,automação
reconocimiento,recognition,认可,rèn kě,reconhecimento
programar,schedule,时间表,shí jiān biǎo,cronograma
entrenar,train,火车,huǒ chē,treinar
patrones,patterns,模式,mó shì,padrões
predecir,predict,预测,yù cè,prever
chatbot,chatbot,聊天机器人,liáo tiān jī qì rén,chatbot
singularidad,singularity,奇点,qí diǎn,singularidade
sensor,sensor,传感器,chuán gǎn qì,sensor
actuador,actuator,执行器,zhí xíng qì,atuador
servo,servo,伺服,cì fú,servo
código,code,代码,dài mǎ,código
script,script,脚本,jiǎo běn,roteiro
interfaz,interface,接口,jiē kǒu,interface
módulo,module,模块,mó kuài,módulo
rutina,routine,例行公事,lì xíng gōng shì,rotina
el robot,the robot,机器人,jī qì rén,o robô
un robot,a robot,机器人,jī qì rén,um robô
la robótica,robotics,机器人技术,jī qì rén jì shù,robótica
de robótica,of robotics,机器人技术,jī qì rén jì shù,da robótica
el algoritmo,the algorithm,算法,suàn fǎ,o algoritmo
un algoritmo,an algorithm,算法,suàn fǎ,um algoritmo
el procesamiento,processing,加工,jiā gōng,processamento
de procesamiento,processing,加工,jiā gōng,processamento
la automatización,automation,自动化,zì dòng huà,automação
con automatización,with automation,自动化,zì dòng huà,com automação
el reconocimiento,recognition,认可,rèn kě,reconhecimento
de reconocimiento,recognition,认可,rèn kě,reconhecimento
hay que programar,you have to program,你必须编程,nǐ bì xū biān chéng,você tem que programar
voy a programar,I'm going to program,我要编程,wǒ yào biān chéng,Vou programar
hay que entrenar,you have to train,你必须训练,nǐ bì xū xùn liàn,você tem que treinar
voy a entrenar,I'm going to train,我要去训练,wǒ yào qù xùn liàn,Vou treinar
los patrones,the patterns,模式,mó shì,os padrões
sin patrones,no patterns,没有模式,méi yǒu mó shì,sem padrões
hay que predecir,you have to predict,你必须预测,nǐ bì xū yù cè,você tem que prever
voy a predecir,I will predict,我会预测,wǒ huì yù cè,Eu vou prever
el chatbot,the chatbot,聊天机器人,liáo tiān jī qì rén,o chatbot
un chatbot,a chatbot,聊天机器人,liáo tiān jī qì rén,um chatbot
la singularidad,the singularity,奇点,qí diǎn,a singularidade
una singularidad,a singularity,奇点,qí diǎn,uma singularidade
el sensor,the sensor,传感器,chuán gǎn qì,o sensor
un sensor,a sensor,传感器,chuán gǎn qì,um sensor
el actuador,the actuator,执行器,zhí xíng qì,o atuador
un actuador,an actuator,执行器,zhí xíng qì,um atuador
el servo,the servo,伺服,cì fú,o servo
un servo,a servo,伺服系统,cì fú xì tǒng,um servo
el código,the code,代码,dài mǎ,o código
un código,a code,一个代码,yí gè dài mǎ,um código
el script,the script,脚本,jiǎo běn,o roteiro
un script,a script,脚本,jiǎo běn,um roteiro
la interfaz,the interface,界面,jiè miàn,a interface
una interfaz,an interface,一个接口,yí gè jiē kǒu,uma interface
el módulo,the module,模块,mó kuài,o módulo
un módulo,a module,一个模块,yí gè mó kuài,um módulo
la rutina,the routine,例行公事,lì xíng gōng shì,a rotina
una rutina,a routine,例行公事,lì xíng gōng shì,uma rotina
