spanish,english,chinese,pinyin,portuguese
yo,I,我,wǒ,eu
tú,you,你,nǐ,você
él,he,他,tā,ele
ella,she,她,tā,ela
usted,you,你,nǐ,você
nosotros,us,我们,wǒ men,nós
nosotras,us,我们,wǒ men,nós
vosotros,you,你们,nǐ men,vocês
vosotras,you,你们,nǐ men,vocês
ellos,they,他们,tā men,eles
ellas,they,他们,tā men,eles
ustedes,you,你们,nǐ men,vocês
yo primero,me first,我先,wǒ xiān,eu primeiro
yo mismo,myself,我,wǒ,eu mesmo
y tú,and you,你呢,nǐ ne,e você
tú mismo,yourself,你自己,nǐ zì jǐ,você mesmo
él mismo,himself,他自己,tā zì jǐ,ele mesmo
como él,like him,像他一样,xiàng tā yī yàng,como ele
ella también,she too,她也是,tā yě shì,ela também
como ella,like her,像她一样,xiàng tā yī yàng,como ela
gracias usted,thank you (formal),谢谢您,xiè xiè nín,obrigado
como usted,like you,像你一样,xiàng nǐ yī yàng,como você
nosotros dos,both of us,我们俩,wǒ men liǎ,nós dois
nosotros también,us too,我们也是,wǒ men yě shì,nós também
entre nosotras,between us,我们之间,wǒ men zhī jiān,entre nós
nosotras mismas,ourselves,我们自己,wǒ men zì jǐ,nós mesmos
entre vosotros,among you,你们中间,nǐ men zhōng jiān,entre vocês
vosotros también,you too,你们也是,nǐ men yě shì,você também
entre vosotras,between you,你们之间,nǐ men zhī jiān,entre você
vosotras mismas,yourselves,你们自己,nǐ men zì jǐ,vocês mesmos
ellos también,they too,他们也是,tā men yě shì,eles também
como ellos,like them,像他们一样,xiàng tā men yī yàng,como eles
ellas también,they too,他们也是,tā men yě shì,eles também
como ellas,like them,像她们一样,xiàng tā men yī yàng,como elas
para ustedes,for you,为你们,wèi nǐ men,para você
ustedes también,you too,你们也是,nǐ men yě shì,você também
