spanish,english,chinese,pinyin,portuguese
necesito,I need,我需要,wǒ xū yào,Eu preciso
necesitas,you need (informal),你需要,nǐ xū yào,você precisa
necesita,need,需要,xū yào,precisa
necesitamos,we need,我们需要,wǒ men xū yào,precisamos
necesitáis,you need (informal plural),你们需要,nǐ men xū yào,vocês precisam
necesitan,need,需要,xū yào,precisar
necesitar,need,需要,xū yào,precisar
necesidad,need,需要,xū yào,necessidade
yo necesito,I need,我需要,wǒ xū yào,Eu preciso
lo necesito,I need it,我需要它,wǒ xū yào tā,Eu preciso disso
tú necesitas,you need (informal),你需要,nǐ xū yào,você precisa
qué necesitas,what do you need,你需要什么,nǐ xū yào shén me,o que você precisa
él necesita,he needs,他需要,tā xū yào,ele precisa
lo necesita,need it,需要,xū yào,precisa disso
nosotros necesitamos,we need,我们需要,wǒ men xū yào,precisamos
lo necesitamos,we need it,我们需要它,wǒ men xū yào tā,precisamos disso
vosotros necesitáis,you need (informal plural),你们需要,nǐ men xū yào,vocês precisam
qué necesitáis,what do you need,你们需要什么,nǐ men xū yào shén me,o que vocês precisam
ellos necesitan,they need,他们需要,tā men xū yào,eles precisam
lo necesitan,they need it,他们需要它,tā men xū yào tā,eles precisam disso
sin necesitar,without needing,无需,wú xū,sem precisar
hay que necesitar,must be needed,必须需要,bì xū xū yào,deve ser necessário
la necesidad,the need,需要,xū yào,a necessidade
por necesidad,out of necessity,出于必要,chū yú bì yào,por necessidade
