spanish,english,chinese,pinyin,portuguese
química,chemistry,化学,huà xué,química
químico,chemist,化学家,huà xué jiā,químico
elemento,element,元素,yuán sù,elemento
átomo,atom,原子,yuán zi,átomo
molécula,molecule,分子,fèn zǐ,molécula
reacción,reaction,反应,fǎn yìng,reação
compuesto,compound,化合物,huà hé wù,composto
ácido,acid,酸,suān,ácido
base,base,碱,jiǎn,base
líquido,liquid,液体,yè tǐ,líquido
sólido,solid,固体,gù tǐ,sólido
disolver,dissolve,溶解,róng jiě,dissolver
tubo,tube,管,guǎn,tubo
fórmula,formula,公式,gōng shì,fórmula
oxígeno,oxygen,氧气,yǎng qì,oxigênio
hidrógeno,hydrogen,氢气,qīng qì,hidrogênio
carbono,carbon,碳,tàn,carbono
nitrógeno,nitrogen,氮气,dàn qì,nitrogênio
sustancia,substance,物质,wù zhì,substância
la química,chemistry,化学,huà xué,química
clase de química,chemistry class,化学课,huà xué kè,aula de química
el químico,the chemist,化学家,huà xué jiā,o químico
producto químico,chemical,化学品,huà xué pǐn,químico
el elemento,the element,元素,yuán sù,o elemento
un elemento,an element,一个元素,yí gè yuán sù,um elemento
el átomo,the atom,原子,yuán zi,o átomo
un átomo,an atom,一个原子,yí gè yuán zi,um átomo
la molécula,the molecule,分子,fèn zǐ,a molécula
una molécula,a molecule,一个分子,yí gè fèn zǐ,uma molécula
la reacción,the reaction,反应,fǎn yìng,a reação
una reacción,a reaction,反应,fǎn yìng,uma reação
el compuesto,the compound,化合物,huà hé wù,o composto
un compuesto,a compound,化合物,huà hé wù,um composto
el ácido,the acid,酸,suān,o ácido
un ácido,an acid,酸,suān,um ácido
la base,the base,碱,jiǎn,a base
una base,a base,一个碱,yí gè jiǎn,uma base
el líquido,the liquid,液体,yè tǐ,o líquido
un líquido,a liquid,液体,yè tǐ,um líquido
el sólido,the solid,固体,gù tǐ,o sólido
un sólido,a solid,固体,gù tǐ,um sólido
hay que disolver,you have to dissolve,必须溶解,bì xū róng jiě,deve ser dissolvido
voy a disolver,I will dissolve,我会溶解,wǒ huì jiě sàn,Eu vou dissolver
el tubo,the tube,管,guǎn,o tubo
un tubo,a tube,一根管,yī gēn guǎn,um tubo
la fórmula,the formula,公式,gōng shì,a fórmula
una fórmula,a formula,一个公式,yí gè gōng shì,uma fórmula
el oxígeno,oxygen,氧气,yǎng qì,oxigênio
hay oxígeno,there is oxygen,有氧气,yǒu yǎng qì,há oxigênio
el hidrógeno,hydrogen,氢气,qīng qì,hidrogênio
hay hidrógeno,there is hydrogen,有氢,yǒu qīng,existe hidrogênio
el carbono,carbon,碳,tàn,carbono
hay carbono,there is carbon,有碳,yǒu tàn,existe carbono
el nitrógeno,nitrogen,氮气,dàn qì,nitrogênio
hay nitrógeno,there is nitrogen,有氮气,yǒu dàn qì,existe nitrogênio
la sustancia,the substance,该物质,gāi wù zhì,a substância
una sustancia,a substance,一种物质,yī zhǒng wù zhì,uma substância
