spanish,english,chinese,pinyin,portuguese
desarrollo,I develop,发展,fā zhǎn,desenvolvimento
desarrollas,you develop,你开发,nǐ kāi fā,você desenvolve
desarrolla,he/she develops,发展,fā zhǎn,desenvolve
desarrollamos,we develop,我们开发,wǒ men kāi fā,desenvolvemos
desarrolláis,you develop,你开发,nǐ kāi fā,você desenvolve
desarrollan,they develop,开发,kāi fā,desenvolver
desarrollar,to develop,开发,kāi fā,desenvolver
evolución,evolution,进化,jìn huà,evolução
avance,advance,进步,jìn bù,avançar
adelanto,advancement,进步,yù lǎn,adiantamento
yo desarrollo,I develop,我开发,wǒ kāi fā,Eu desenvolvo
lo desarrollo,I develop it,我开发的,wǒ kāi fā de,Eu desenvolvo
tú desarrollas,you develop,你开发,nǐ kāi fā,você desenvolve
lo desarrollas,you develop it,你开发它,nǐ kāi fā tā,você desenvolve
él desarrolla,he develops,他开发,tā kāi fā,ele desenvolve
lo desarrolla,he/she develops it,开发它,kāi fā tā,desenvolve
nosotros desarrollamos,we develop,我们开发,wǒ men kāi fā,desenvolvemos
lo desarrollamos,we develop it,我们开发它,wǒ men kāi fā tā,nós desenvolvemos
vosotros desarrolláis,you develop,你开发,nǐ kāi fā,você desenvolve
lo desarrolláis,you develop it,你开发它,nǐ kāi fā tā,você desenvolve
ellos desarrollan,they develop,他们开发,tā men kāi fā,eles desenvolvem
lo desarrollan,they develop it,他们开发它,tā men kāi fā tā,eles desenvolvem
quiero desarrollar,I want to develop,我要发展,wǒ yào fā zhǎn,Quero desenvolver
voy a desarrollar,I will develop,我会开发,wǒ huì kāi fā,Vou desenvolver
la evolución,evolution,进化,jìn huà,evolução
una evolución,an evolution,演变,yǎn biàn,uma evolução
el avance,the advance,进展,xiān jìn,o avanço
un avance,a progress,一个进步,yí gè jìn bù,um progresso
el adelanto,the advance,进步,xiān jìn,o avanço
un adelanto,an advance,预览,yù lǎn,um adiantamento
