spanish,english,chinese,pinyin,portuguese
ingrediente,ingredient,成分,chéng fèn,ingrediente
cortar,cut,切,qiè,cortar
mezclar,mix,混合,hùn hé,misturar
hervir,boil,煮沸,zhǔ fèi,ferver
freír,fry,炒,chǎo,fritar
hornear,bake,烘烤,hōng kǎo,assar
asar,roast,烤,kǎo,assado
sartén,frying pan,煎锅,jiān guō,frigideira
olla,pot,锅,guō,pote
tabla,table,表,biǎo,mesa
probar,try,尝试,cháng shì,tente
delicioso,delicious,美味,měi wèi,delicioso
picar,chop,砍,kǎn,cortar
rallar,grate,炉排,lú pái,grelha
batir,beat,击败,jī bài,bater
amasar,knead,揉捏,róu niē,amassar
saltear,skip,跳过,tiào guò,pular
guisar,stew,炖菜,dùn cài,ensopado
marinar,marinate,腌制,yān zhì,marinar
descongelar,defrost,除霜,chú shuāng,descongelar
el ingrediente,the ingredient,成分,chéng fèn,o ingrediente
un ingrediente,an ingredient,一种成分,yī zhǒng chéng fèn,um ingrediente
hay que cortar,you have to cut,你必须剪,nǐ bì xū jiǎn,você tem que cortar
voy a cortar,I'm going to cut,我要剪,wǒ yào jiǎn,Vou cortar
hay que mezclar,you have to mix,你必须混合,nǐ bì xū hùn hé,você tem que misturar
voy a mezclar,I'm going to mix,我要混合,wǒ yào hùn hé,Vou misturar
hay que hervir,you have to boil,你必须煮沸,nǐ bì xū zhǔ fèi,você tem que ferver
dejar hervir,let boil,煮沸,zhǔ fèi,deixe ferver
hay que freír,you have to fry,你必须炒,nǐ bì xū chǎo,você tem que fritar
voy a freír,I'm going to fry,我要炒了,wǒ yào chǎo le,Vou fritar
hay que hornear,you have to bake,你必须烘烤,nǐ bì xū hōng kǎo,você tem que assar
voy a hornear,I'm going to bake,我要去烤,wǒ yào qù kǎo,Vou assar
hay que asar,you have to roast,你必须烤,nǐ bì xū kǎo,você tem que assar
voy a asar,I'm going to roast,我要烤,wǒ yào kǎo,Vou assar
la sartén,the frying pan,煎锅,jiān guō,a frigideira
en la sartén,in the pan,在锅里,zài guō lǐ,na panela
la olla,the pot,锅,guō,o pote
en la olla,in the pot,锅里,guō lǐ,na panela
la tabla,the table,表,biǎo,a mesa
en la tabla,in the table,在表中,zài biǎo zhōng,na tabela
hay que probar,must try,必须尝试,bì xū cháng shì,preciso tentar
voy a probar,I'm going to try,我要尝试,wǒ yào cháng shì,Vou tentar
muy delicioso,very delicious,非常好吃,fēi cháng hǎo chī,muito gostoso
está delicioso,It's delicious,真好吃,zhēn hǎo chī,É uma delícia
hay que picar,you have to chop,你必须砍,nǐ bì xū kǎn,você tem que cortar
voy a picar,I'm going to snack,我去吃零食,wǒ qù chī líng shí,Vou lanchar
hay que rallar,you have to grate,你必须磨碎,nǐ bì xū mó suì,você tem que ralar
voy a rallar,I'm going to grate,我要磨碎,wǒ yào mó suì,Vou ralar
hay que batir,you have to beat,你必须击败,nǐ bì xū jī bài,você tem que vencer
voy a batir,I'm going to beat,我要打败,wǒ yào dǎ bài,Eu vou vencer
hay que amasar,you have to knead,你必须揉捏,nǐ bì xū róu niē,você tem que amassar
voy a amasar,I'm going to knead,我要揉捏,wǒ yào róu niē,Vou amassar
hay que saltear,you have to skip,你必须跳过,nǐ bì xū tiào guò,você tem que pular
voy a saltear,I'm going to skip,我要跳过,wǒ yào tiào guò,Vou pular
hay que guisar,you have to cook,你必须做饭,nǐ bì xū zuò fàn,você tem que cozinhar
voy a guisar,I'm going to cook,我去做饭,wǒ qù zuò fàn,Vou cozinhar
hay que marinar,you have to marinate,你必须腌制,nǐ bì xū yān zhì,você tem que marinar
voy a marinar,I'm going to marinate,我要腌制,wǒ yào yān zhì,Vou marinar
hay que descongelar,must be defrosted,必须解冻,bì xū jiě dòng,deve ser descongelado
voy a descongelar,I'm going to defrost,我要去解冻,wǒ yào qù jiě dòng,vou descongelar
