spanish,english,chinese,pinyin,portuguese
número,number,数量,shù liàng,número
sumar,add,添加,tiān jiā,adicionar
restar,subtract,减去,jiǎn qù,subtrair
multiplicar,multiply,乘,chéng,multiplicar
cálculo,calculation,计算,jì suàn,cálculo
ecuación,equation,方程,fāng chéng,equação
solución,solution,解决方案,jiě jué fāng àn,solução
suma,sum,总和,zǒng hé,soma
resta,subtraction,减法,jiǎn fǎ,subtração
multiplicación,multiplication,乘法,chéng fǎ,multiplicação
división,division,除法,chú fǎ,divisão
porcentaje,percentage,百分比,bǎi fēn bǐ,porcentagem
fracción,fraction,分数,fēn shù,fração
decimal,decimal,小数,xiǎo shù,decimal
raíz,root,根,gēn,raiz
potencia,power,幂,mì,potência
exponente,exponent,指数,zhǐ shù,expoente
logaritmo,logarithm,对数,duì shù,logaritmo
geometría,geometry,几何,jǐ hé,geometria
el número,the number,数量,shù liàng,o número
un número,a number,一个数字,yí gè shù zì,um número
hay que sumar,you have to add,你必须添加,nǐ bì xū tiān jiā,você tem que adicionar
voy a sumar,I'm going to add,我要添加,wǒ yào tiān jiā,Vou adicionar
hay que restar,you have to subtract,你必须减去,nǐ bì xū jiǎn qù,você tem que subtrair
voy a restar,I'm going to subtract,我要减去,wǒ yào jiǎn qù,Vou subtrair
hay que multiplicar,you have to multiply,你必须乘以,nǐ bì xū chéng yǐ,você tem que multiplicar
voy a multiplicar,I'm going to multiply,我要乘以,wǒ yào chéng yǐ,Vou multiplicar
el cálculo,the calculation,计算,jì suàn,o cálculo
un cálculo,a calculation,计算,jì suàn,um cálculo
la ecuación,the equation,方程,fāng chéng,a equação
una ecuación,an equation,一个方程,yí gè fāng chéng,uma equação
la solución,the solution,解决方案,jiě jué fāng àn,a solução
una solución,a solution,解决方案,jiě jué fāng àn,uma solução
la suma,the sum,总和,zǒng hé,a soma
una suma,a sum,总和,zǒng hé,uma soma
la resta,the subtraction,减法,jiǎn fǎ,a subtração
una resta,a subtraction,减法,jiǎn fǎ,uma subtração
la multiplicación,multiplication,乘法,chéng fǎ,multiplicação
una multiplicación,a multiplication,乘法,chéng fǎ,uma multiplicação
la división,the division,除法,chú fǎ,a divisão
una división,a division,除法,chú fǎ,uma divisão
el porcentaje,the percentage,百分比,bǎi fēn bǐ,a porcentagem
un porcentaje,a percentage,百分比,bǎi fēn bǐ,uma porcentagem
la fracción,the fraction,分数,fēn shù,a fração
una fracción,a fraction,分数,fēn shù,uma fração
el decimal,the decimal,小数,xiǎo shù,o decimal
un decimal,a decimal,小数,xiǎo shù,um decimal
la raíz,the root,根,gēn,a raiz
raíz cuadrada,square root,平方根,píng fāng gēn,raiz quadrada
la potencia,the power,幂,mì,a potência
una potencia,a power,一种力量,yī zhǒng lì liàng,um poder
el exponente,the exponent,指数,zhǐ shù,o expoente
un exponente,an exponent,指数,zhǐ shù,um expoente
el logaritmo,the logarithm,对数,duì shù,o logaritmo
un logaritmo,a logarithm,对数,duì shù,um logaritmo
la geometría,geometry,几何,jǐ hé,geometria
estudiar geometría,study geometry,学习几何,xué xí jǐ hé,estudar geometria
