spanish,english,chinese,pinyin,portuguese
emergencia,emergency,紧急,jǐn jí,emergência
accidente,accident,事故,shì gù,acidente
peligro,danger,危险,wēi xiǎn,perigo
peligroso,dangerous,危险,wēi xiǎn,perigoso
policía,police,警察,jǐng chá,polícia
bomberos,firefighters,消防员,xiāo fáng yuán,bombeiros
ambulancia,ambulance,救护车,jiù hù chē,ambulância
ayuda,help,帮助,bāng zhù,ajuda
socorro,help,帮助,bāng zhù,ajuda
urgente,urgent,紧急,jǐn jí,urgente
salvar,save,拯救,zhěng jiù,salvar
rescatar,rescue,救援,jiù yuán,resgate
seguridad,security,安全,ān quán,segurança
cuidado,care,护理,hù lǐ,cuidado
alarma,alarm,警报,jǐng bào,alarme
evacuación,evacuation,疏散,shū sàn,evacuação
primeros auxilios,first aid,急救,jí jiù,primeiros socorros
extinguidor,extinguisher,灭火器,miè huǒ qì,extintor
la emergencia,the emergency,紧急情况,jǐn jí qíng kuàng,a emergência
una emergencia,an emergency,紧急情况,jǐn jí qíng kuàng,uma emergência
el accidente,the accident,事故,shì gù,o acidente
un accidente,an accident,一场意外,yī cháng yì wài,um acidente
el peligro,the danger,危险,wēi xiǎn,o perigo
en peligro,in danger,处于危险之中,chǔ yú wēi xiǎn zhī zhōng,em perigo
muy peligroso,very dangerous,非常危险,fēi cháng wēi xiǎn,muito perigoso
es peligroso,it's dangerous,这很危险,zhè hěn wēi xiǎn,é perigoso
la policía,the police,警察,jǐng chá,a polícia
llamar a la policía,call the police,报警,bào jǐng,chame a polícia
los bomberos,the firefighters,消防员,xiāo fáng yuán,os bombeiros
llamar a los bomberos,call the fire brigade,呼叫消防队,hū jiào xiāo fáng duì,chame o corpo de bombeiros
la ambulancia,the ambulance,救护车,jiù hù chē,a ambulância
llamar una ambulancia,call an ambulance,叫救护车,jiào jiù hù chē,chame uma ambulância
la ayuda,the help,帮助,bāng zhù,a ajuda
pedir ayuda,ask for help,寻求帮助,xún qiú bāng zhù,peça ajuda
el socorro,the help,帮助,bāng zhù,a ajuda
pedir socorro,ask for help,寻求帮助,xún qiú bāng zhù,peça ajuda
es urgente,it's urgent,很紧急,hěn jǐn jí,é urgente
muy urgente,very urgent,非常紧急,fēi cháng jǐn jí,muito urgente
hay que salvar,must be saved,必须保存,bì xū bǎo cún,deve ser salvo
voy a salvar,I'm going to save,我要保存,wǒ yào bǎo cún,Vou salvar
hay que rescatar,we have to rescue,我们必须拯救,wǒ men bì xū zhěng jiù,temos que resgatar
voy a rescatar,I'm going to rescue,我要去救援,wǒ yào qù jiù yuán,Eu vou resgatar
la seguridad,security,安全,ān quán,segurança
con seguridad,safely,安全,ān quán,com segurança
con cuidado,carefully,仔细,zǐ xì,com cuidado
mucho cuidado,very careful,非常小心,fēi cháng xiǎo xīn,muito cuidado
la alarma,the alarm,警报,jǐng bào,o alarme
una alarma,an alarm,警报,jǐng bào,um alarme
la evacuación,evacuation,疏散,shū sàn,evacuação
una evacuación,an evacuation,疏散,shū sàn,uma evacuação
kit de primeros auxilios,first aid kit,急救箱,jí jiù xiāng,kit de primeiros socorros
aplicar primeros auxilios,apply first aid,进行急救,jìn xíng jí jiù,aplicar primeiros socorros
el extinguidor,the extinguisher,灭火器,miè huǒ qì,o extintor
un extinguidor,a fire extinguisher,灭火器,miè huǒ qì,um extintor de incêndio
