spanish,english,chinese,pinyin,portuguese
ducha,shower,淋浴,lín yù,chuveiro
bañera,bathtub,浴缸,yù gāng,banheira
lavabo,sink,水槽,shuǐ cáo,afundar
inodoro,toilet,厕所,cè suǒ,banheiro
váter,toilet,厕所,cè suǒ,banheiro
jabón,soap,肥皂,féi zào,sabonete
champú,shampoo,洗发水,xǐ fà shuǐ,xampu
toalla,towel,毛巾,máo jīn,toalha
cepillo,brush,刷,shuā,escova
peine,comb,梳子,shū zi,pente
maquillaje,makeup,化妆,huà zhuāng,maquiagem
perfume,perfume,香水,xiāng shuǐ,perfume
acondicionador,conditioner,护发素,hù fà sù,condicionador
crema,cream,奶油,nǎi yóu,creme
desodorante,deodorant,除臭剂,chú chòu jì,desodorante
la ducha,the shower,淋浴,lín yù,o chuveiro
en la ducha,in the shower,在淋浴,zài lín yù,no chuveiro
la bañera,the bathtub,浴缸,yù gāng,a banheira
en la bañera,in the bathtub,在浴缸里,zài yù gāng lǐ,na banheira
el lavabo,the sink,水槽,shuǐ cáo,a pia
en el lavabo,in the sink,在水槽里,zài shuǐ cáo lǐ,na pia
el inodoro,the toilet,厕所,cè suǒ,o banheiro
limpiar el inodoro,clean the toilet,打扫厕所,dǎ sǎo cè suǒ,limpar o banheiro
el váter,the toilet,厕所,cè suǒ,o banheiro
en el váter,in the toilet,在厕所,zài cè suǒ,no banheiro
el jabón,the soap,肥皂,féi zào,o sabonete
jabón de manos,hand soap,洗手液,xǐ shǒu yè,sabonete para as mãos
el champú,the shampoo,洗发水,xǐ fà shuǐ,o xampu
champú para el cabello,hair shampoo,洗发水,xǐ fà shuǐ,shampoo para cabelo
la toalla,the towel,毛巾,máo jīn,a toalha
una toalla limpia,a clean towel,一条干净的毛巾,yī tiáo gān jìng de máo jīn,uma toalha limpa
el cepillo,the brush,画笔,huà bǐ,o pincel
cepillo de dientes,toothbrush,牙刷,yá shuā,escova de dentes
el peine,the comb,梳子,shū zi,o pente
un peine pequeño,a small comb,一把小梳子,yī bǎ xiǎo shū zi,um pente pequeno
el maquillaje,the makeup,化妆,huà zhuāng,a maquiagem
sin maquillaje,without makeup,不化妆,bù huà zhuāng,sem maquiagem
el perfume,the perfume,香水,xiāng shuǐ,o perfume
un perfume suave,a soft perfume,柔和的香水,róu hé de xiāng shuǐ,um perfume suave
el acondicionador,the conditioner,护发素,hù fà sù,o condicionador
acondicionador para el pelo,hair conditioner,护发素,hù fà sù,condicionador de cabelo
la crema,the cream,奶油,nǎi yóu,o creme
crema hidratante,moisturizing cream,保湿霜,bǎo shī shuāng,creme hidratante
el desodorante,the deodorant,除臭剂,chú chòu jì,o desodorante
usar desodorante,use deodorant,使用除臭剂,shǐ yòng chú chòu jì,usar desodorante
