spanish,english,chinese,pinyin,portuguese
muestro,I show,我展示,wǒ zhǎn shì,Eu mostro
muestras,samples,样品,yàng pǐn,amostras
muestra,sample,样本,yàng běn,amostra
mostramos,we show,我们展示,wǒ men zhǎn shì,mostramos
mostráis,you show,你展示,nǐ zhǎn shì,você mostra
muestran,show,显示,xiǎn shì,mostrar
mostrar,show,显示,xiǎn shì,mostrar
presentar,present,现在,xiàn zài,presente
exhibir,display,显示,xiǎn shì,exibir
exponer,expose,暴露,bào lù,expor
yo muestro,I show,我展示,wǒ zhǎn shì,Eu mostro
te muestro,I show you,我告诉你,wǒ gào sù nǐ,Eu te mostro
tú muestras,you show,你展示,nǐ zhǎn shì,você mostra
me muestras,show me,告诉我,gào sù wǒ,me mostre
él muestra,he shows,他展示了,tā zhǎn shì le,ele mostra
lo muestra,shows it,显示它,xiǎn shì tā,mostra
nosotros mostramos,we show,我们展示,wǒ men zhǎn shì,mostramos
lo mostramos,we show it,我们展示它,wǒ men zhǎn shì tā,nós mostramos
vosotros mostráis,you show,你展示,nǐ zhǎn shì,você mostra
lo mostráis,you show it,你展示一下,nǐ zhǎn shì yī xià,você mostra
ellos muestran,they show,他们表现出,tā men biǎo xiàn chū,eles mostram
lo muestran,they show it,他们展示了它,tā men zhǎn shì le tā,eles mostram
quiero mostrar,I want to show,我想展示,wǒ xiǎng zhǎn shì,Quero mostrar
voy a mostrar,I will show,我会展示,wǒ huì zhǎn shì,Vou mostrar
hay que presentar,must be presented,必须出示,bì xū chū shì,deve ser apresentado
voy a presentar,I will present,我将介绍,wǒ jiāng jiè shào,Vou apresentar
hay que exhibir,must be displayed,必须显示,bì xū xiǎn shì,deve ser exibido
voy a exhibir,I'm going to exhibit,我要展示,wǒ yào zhǎn shì,Vou expor
hay que exponer,must be exposed,必须暴露,bì xū bào lù,deve ficar exposto
voy a exponer,I am going to expose,我要揭露,wǒ yào jiē lù,eu vou expor
