spanish,english,chinese,pinyin,portuguese
digo,I say,我说,wǒ shuō,eu digo
dices,you say,你说,nǐ shuō,você diz
dice,says,说,shuō,diz
decimos,we say,我们说,wǒ men shuō,dizemos
decís,you say,你说,nǐ shuō,você diz
dicen,they say,他们说,tā men shuō,eles dizem
decir,say,说,shuō,diga
verdad,true,真实,zhēn shí,verdade
mentira,lie,谎言,huǎng yán,mentira
palabra,word,词,cí,palavra
yo digo,I say,我说,wǒ shuō,eu digo
te digo,I tell you,我告诉你,wǒ gào sù nǐ,Eu te digo
tú dices,you say,你说,nǐ shuō,você diz
qué dices,what do you say,你说什么,nǐ shuō shén me,o que você diz
él dice,he says,他说,tā shuō,ele diz
ella dice,she says,她说,tā shuō,ela diz
nosotros decimos,we say,我们说,wǒ men shuō,dizemos
lo decimos,we say it,我们这么说,wǒ men zhè me shuō,nós dizemos isso
vosotros decís,you say,你说,nǐ shuō,você diz
qué decís,what do you say,你说什么,nǐ shuō shén me,o que você diz
ellos dicen,they say,他们说,tā men shuō,eles dizem
lo dicen,they say it,他们这么说,tā men zhè me shuō,eles dizem isso
quiero decir,I mean,我的意思是,wǒ de yì si shì,Quero dizer
hay que decir,it must be said,必须说,bì xū shuō,é preciso dizer
la verdad,the truth,真相,zhēn xiàng,a verdade
es verdad,it's true,这是真的,zhè shì zhēn de,é verdade
una mentira,a lie,谎言,huǎng yán,uma mentira
es mentira,it's a lie,这是一个谎言,zhè shì yí gè huǎng yán,é mentira
la palabra,the word,这个词,zhè ge cí,a palavra
una palabra,a word,一句话,yī jù huà,uma palavra
