spanish,english,chinese,pinyin,portuguese
eléctrico,electric,电动,diàn dòng,elétrica
renovable,renewable,可再生,kě zài shēng,renovável
sostenible,sustainable,可持续,kě chí xù,sustentável
carbón,coal,煤炭,méi tàn,carvão
central,central,发电厂,fā diàn chǎng,centrais
generar,generate,生成,shēng chéng,gerar
consumir,consume,消耗,xiāo hào,consumir
consumo,consumption,消费,xiāo fèi,consumo
panel,panel,面板,miàn bǎn,painel
turbina,turbine,涡轮,wō lún,turbina
hidroeléctrica,hydroelectric,水力发电,shuǐ lì fā diàn,hidrelétrica
geotérmica,geothermal,地热,dì rè,geotérmica
biomasa,biomass,生物质,shēng wù zhì,biomassa
voltaje,voltage,电压,diàn yā,tensão
amperaje,amperage,安培数,ān péi shù,amperagem
corriente,current,电流,diàn liú,atual
transformador,transformer,变压器,biàn yā qì,transformador
generador,generator,发电机,fā diàn jī,gerador
red eléctrica,electrical network,电力网络,diàn lì wǎng luò,rede elétrica
es eléctrico,It's electric,这是电动的,zhè shì diàn dòng de,É elétrico
aparato eléctrico,electrical appliance,电器,diàn qì,aparelho elétrico
es renovable,is renewable,是可再生的,shì kě zài shēng de,é renovável
energía renovable,renewable energy,可再生能源,kě zài shēng néng yuán,energia renovável
es sostenible,is sustainable,是可持续的,shì kě chí xù de,é sustentável
desarrollo sostenible,sustainable development,可持续发展,kě chí xù fā zhǎn,desenvolvimento sustentável
el carbón,coal,煤炭,méi tàn,carvão
de carbón,of coal,煤炭,méi tàn,de carvão
la central,the central,发电厂,fā diàn chǎng,o central
una central,a central,发电厂,fā diàn chǎng,uma central
hay que generar,you have to generate,你必须生成,nǐ bì xū shēng chéng,você tem que gerar
voy a generar,I will generate,我将生成,wǒ jiāng shēng chéng,Vou gerar
hay que consumir,you have to consume,你必须消费,nǐ bì xū xiāo fèi,você tem que consumir
voy a consumir,I'm going to consume,我要消费,wǒ yào xiāo fèi,Vou consumir
el consumo,consumption,消费,xiāo fèi,consumo
alto consumo,high consumption,高消费,gāo xiāo fèi,alto consumo
el panel,the panel,面板,miàn bǎn,o painel
un panel,a panel,面板,miàn bǎn,um painel
la turbina,the turbine,涡轮,wō lún,a turbina
una turbina,a turbine,涡轮机,wō lún jī,uma turbina
la hidroeléctrica,the hydroelectric,水力发电,shuǐ lì fā diàn,a hidrelétrica
una hidroeléctrica,a hydroelectric plant,水力发电厂,shuǐ lì fā diàn chǎng,uma usina hidrelétrica
la geotérmica,the geothermal,地热,dì rè,a geotérmica
energía geotérmica,geothermal energy,地热能,dì rè néng,energia geotérmica
la biomasa,biomass,生物质,shēng wù zhì,biomassa
de biomasa,of biomass,生物质,shēng wù zhì,de biomassa
el voltaje,the voltage,电压,diàn yā,a tensão
alto voltaje,high voltage,高电压,gāo diàn yā,alta tensão
el amperaje,the amperage,安培数,ān péi shù,a amperagem
bajo amperaje,low amperage,低安培数,dī ān péi shù,baixa amperagem
la corriente,the current,电流,diàn liú,o atual
una corriente,a stream,电流,diàn liú,um fluxo
el transformador,the transformer,变压器,biàn yā qì,o transformador
un transformador,a transformer,变压器,biàn yā qì,um transformador
el generador,the generator,发电机,fā diàn jī,o gerador
un generador,a generator,发电机,fā diàn jī,um gerador
la red eléctrica,the electrical network,电网,diàn wǎng,a rede elétrica
una red eléctrica,an electrical network,电网,diàn wǎng,uma rede elétrica
