Language,Pack_Number,Pack_Title,Row_Number,Column_Name,Old_Value,New_Value,Reason
spanish,101,Law & Legal,51,chinese,非常内疚,非常有罪,Wrong sense - 内疚 means remorseful/emotional guilt not legally guilty
spanish,101,Law & Legal,51,pinyin,fēi cháng nèi jiù,fēi cháng yǒu zuì,Pinyin must match corrected Chinese
spanish,102,Remembering (recordar),6,pinyin,nǐ hái jì de,nǐ men jì de,Wrong pinyin - vosotros is plural you (你们) not singular
spanish,102,Remembering (recordar),20,pinyin,nǐ hái jì de,nǐ men jì de,Wrong pinyin - vosotros is plural you (你们) not singular
spanish,105,Learning (aprender),6,chinese,你学习,你们学习,Vosotros is plural - needs 你们 not 你
spanish,105,Learning (aprender),6,pinyin,nǐ xué xí,nǐ men xué xí,Vosotros is plural - needs nǐ men
spanish,105,Learning (aprender),6,portuguese,você aprende,vocês aprendem,Vosotros is plural - needs vocês not você
spanish,105,Learning (aprender),20,chinese,你学习,你们学习,Vosotros is plural - needs 你们 not 你
spanish,105,Learning (aprender),20,pinyin,nǐ xué xí,nǐ men xué xí,Vosotros is plural - needs nǐ men
spanish,105,Learning (aprender),21,chinese,你学到了什么,你们学到了什么,Vosotros is plural - needs 你们 not 你
spanish,105,Learning (aprender),21,pinyin,nǐ xué dào le shén me,nǐ men xué dào le shén me,Vosotros is plural - needs nǐ men
spanish,106,Teaching (enseñar),6,chinese,你教,你们教,Vosotros is plural - needs 你们 not 你
spanish,106,Teaching (enseñar),6,pinyin,nǐ jiào,nǐ men jiào,Vosotros is plural - needs nǐ men
spanish,106,Teaching (enseñar),6,portuguese,você ensina,vocês ensinam,Vosotros is plural - needs vocês not você
spanish,106,Teaching (enseñar),20,chinese,你教,你们教,Vosotros is plural - needs 你们 not 你
spanish,106,Teaching (enseñar),20,pinyin,nǐ jiào,nǐ men jiào,Vosotros is plural - needs nǐ men
spanish,106,Teaching (enseñar),20,portuguese,você ensina,vocês ensinam,Vosotros is plural - needs vocês not você
spanish,106,Teaching (enseñar),21,chinese,你教什么,你们教什么,Vosotros is plural - needs 你们 not 你
spanish,106,Teaching (enseñar),21,pinyin,nǐ jiào shén me,nǐ men jiào shén me,Vosotros is plural - needs nǐ men
spanish,106,Teaching (enseñar),21,portuguese,o que você ensina,o que vocês ensinam,Vosotros is plural - needs vocês not você
spanish,108,Changing (cambiar),6,chinese,你改变,你们改变,Vosotros is plural - needs 你们 not 你
