spanish,english,chinese,pinyin,portuguese
telecomunicaciones,telecommunications,电信,diàn xìn,telecomunicações
SMS,SMS,短信,duǎn xìn,SMS
WhatsApp,WhatsApp,WhatsApp应用,W h a t s A p p yìng yòng,WhatsApp
email,email,电子邮件,diàn zi yóu jiàn,e-mail
videollamada,video call,视频通话,shì pín tōng huà,videochamada
cobertura,coverage,覆盖范围,fù gài fàn wéi,cobertura
router,router,路由器,lù yóu qì,roteador
antena,antenna,天线,tiān xiàn,antena
marcación,dialing,拨号,bō hào,discagem
tono,dial tone,拨号音,bō hào yīn,tom de discagem
buzón,voicemail,语音信箱,yǔ yīn xìn xiāng,correio de voz
extensión,extension,分机,fēn jī,extensão
centralita,switchboard,总机,zǒng jī,central telefônica
conferencia,conference,会议,huì yì,conferência
roaming,roaming,漫游,màn yóu,roaming
datos,data,数据,shù jù,dados
ancho de banda,bandwidth,带宽,dài kuān,largura de banda
fibra,fiber,光纤,guāng xiān,fibra
operador,operator,运营商,yùn yíng shāng,operador
proveedor,provider,供应商,gōng yìng shāng,fornecedor
las telecomunicaciones,telecommunications,电信,diàn xìn,telecomunicações
en telecomunicaciones,in telecommunications,在电信领域,zài diàn xìn lǐng yù,em telecomunicações
un SMS,an SMS,一条短信,yī tiáo duǎn xìn,um SMS
por SMS,by SMS,通过短信,tōng guò duǎn xìn,por SMS
por WhatsApp,by WhatsApp,通过WhatsApp,tōng guò W h a t s A p p,por WhatsApp
en WhatsApp,on WhatsApp,在WhatsApp上,zài W h a t s A p p shàng,no WhatsApp
un email,an email,一封电子邮件,yī fēng diàn zi yóu jiàn,um e-mail
por email,by email,通过电子邮件,tōng guò diàn zi yóu jiàn,por e-mail
la videollamada,the video call,视频通话,shì pín tōng huà,a videochamada
una videollamada,a video call,视频通话,shì pín tōng huà,uma videochamada
la cobertura,coverage,覆盖范围,fù gài fàn wéi,cobertura
sin cobertura,no coverage,没有信号,méi yǒu xìn hào,sem cobertura
el router,the router,路由器,lù yóu qì,o roteador
un router,a router,路由器,lù yóu qì,um roteador
la antena,the antenna,天线,tiān xiàn,a antena
una antena,an antenna,天线,tiān xiàn,uma antena
la marcación,dialing,拨号,bō hào,discagem
con marcación,with dialing,具有拨号功能,jù yǒu bō hào gōng néng,com discagem
el tono,the dial tone,拨号音,bō hào yīn,o tom de discagem
un tono,a dial tone,一个拨号音,yí gè bō hào yīn,um tom de discagem
el buzón,the voicemail,邮箱,yóu xiāng,o correio de voz
un buzón,a voicemail,一个邮箱,yí gè yóu xiāng,um correio de voz
la extensión,the extension,分机,fēn jī,a extensão
una extensión,an extension,分机,fēn jī,uma extensão
la centralita,the switchboard,总机,zǒng jī,a central
una centralita,a switchboard,总机,zǒng jī,uma central telefônica
la conferencia,the conference,会议,huì yì,a conferência
en conferencia,in conference,会议中,huì yì zhōng,em conferência
el roaming,roaming,漫游,màn yóu,roaming
con roaming,with roaming,具有漫游功能,jù yǒu màn yóu gōng néng,com roaming
los datos,the data,数据,shù jù,os dados
sin datos,no data,没有数据,méi yǒu shù jù,sem dados
el ancho de banda,the bandwidth,带宽,dài kuān,a largura de banda
más ancho de banda,more bandwidth,更多带宽,gèng duō dài kuān,mais largura de banda
la fibra,the fiber,光纤,guāng xiān,a fibra
con fibra,with fiber,有光纤,yǒu guāng xiān,com fibra
el operador,the operator,运营商,yùn yíng shāng,o operador
un operador,an operator,运营商,yùn yíng shāng,um operador
el proveedor,the supplier,供应商,gōng yìng shāng,o fornecedor
un proveedor,a supplier,供应商,gōng yìng shāng,um fornecedor
