spanish,english,chinese,pinyin,portuguese
rojo,red,红色的,hóng sè de,vermelho
azul,blue,蓝色的,lán sè de,azul
verde,green,绿色的,lǜ sè de,verde
amarillo,yellow,黄色的,huáng sè de,amarelo
negro,black,黑色的,hēi sè de,preto
blanco,white,白色的,bái sè de,branco
gris,grey,灰色的,huī sè de,cinza
marrón,brown,棕色的,zōng sè de,marrom
naranja,orange,橙子,chéng zi,laranja
rosa,pink,粉色的,fěn sè de,rosa
morado,purple,紫色的,zǐ sè de,roxo
oscuro,dark,黑暗的,hēi àn de,escuro
turquesa,turquoise,绿松石,lǜ sōng shí,turquesa
color rojo,red,红色的,hóng sè de,vermelho
rojo oscuro,dark red,深红色,shēn hóng sè,vermelho escuro
color azul,blue color,蓝色,lán sè,cor azul
azul claro,light blue,浅蓝色,qiǎn lán sè,azul claro
color verde,green color,绿色,lǜ sè,cor verde
verde oscuro,dark green,深绿色,shēn lǜ sè,verde escuro
color amarillo,yellow color,黄色,huáng sè,cor amarela
amarillo brillante,bright yellow,亮黄色,liàng huáng sè,amarelo brilhante
color negro,black color,黑色,hēi sè,cor preta
negro puro,pure black,纯黑,chún hēi,preto puro
color blanco,white color,白色,bái sè,cor branca
blanco puro,pure white,纯白色,chún bái sè,branco puro
color gris,gray,灰色的,huī sè de,cinza
gris oscuro,dark gray,深灰色,shēn huī sè,cinza escuro
color marrón,brown color,棕色,zōng sè,cor marrom
marrón claro,light brown,浅棕色,qiǎn zōng sè,marrom claro
color naranja,orange,橙子,chéng zi,laranja
naranja brillante,bright orange,亮橙色,liàng chéng sè,laranja brilhante
color rosa,pink color,粉色,fěn sè,cor rosa
rosa claro,light pink,浅粉色,qiǎn fěn sè,rosa claro
color morado,purple color,紫色,zǐ sè,cor roxa
morado oscuro,dark purple,深紫色,shēn zǐ sè,roxo escuro
muy oscuro,very dark,很暗,hěn àn,muito escuro
color oscuro,dark color,深色,shēn sè,cor escura
color turquesa,turquoise color,绿松石色,lǜ sōng shí sè,cor turquesa
azul turquesa,turquoise blue,绿松石蓝色,lǜ sōng shí lán sè,azul turquesa
