spanish,english,chinese,pinyin,portuguese
preparo,I prepare,我准备,wǒ zhǔn bèi,Eu me preparo
preparas,you prepare,你准备,nǐ zhǔn bèi,você se prepara
prepara,prepare,准备,zhǔn bèi,preparar
preparamos,we prepare,我们准备,wǒ men zhǔn bèi,nós nos preparamos
preparáis,you prepare,你们准备,nǐ men zhǔn bèi,vocês se preparam
preparan,prepare,准备,zhǔn bèi,preparar
preparar,prepare,准备,zhǔn bèi,preparar
preparación,preparation,准备,zhǔn bèi,preparação
preparativo,preparation,准备,zhǔn bèi,preparação
listo,ready,准备好,zhǔn bèi hǎo,pronto
preparo la cena,I prepare dinner,我准备晚餐,wǒ zhǔn bèi wǎn cān,Eu preparo o jantar
me preparo para salir,I'm getting ready to go out,我正准备出去,wǒ zhèng zhǔn bèi chū qù,Estou me preparando para sair
qué preparas de comer,what do you prepare to eat,你准备吃什么,nǐ zhǔn bèi chī shén me,o que você prepara para comer
te preparas para el examen,you prepare for the exam,你准备考试,nǐ zhǔn bèi kǎo shì,você se prepara para o exame
ella prepara todo,she prepares everything,她准备好了一切,tā zhǔn bèi hǎo le yī qiè,ela prepara tudo
se prepara el terreno,the ground is prepared,地面已准备好,dì miàn yǐ zhǔn bèi hǎo,o terreno está preparado
preparamos la fiesta,we prepare the party,我们准备聚会,wǒ men zhǔn bèi jù huì,preparamos a festa
nos preparamos juntos,we prepare together,我们一起准备,wǒ men yì qǐ zhǔn bèi,preparamos juntos
preparáis el viaje,you prepare the trip,你们准备旅行,nǐ men zhǔn bèi lǚ xíng,vocês preparam a viagem
os preparáis para la boda,you prepare for the wedding,你们准备婚礼,nǐ men zhǔn bèi hūn lǐ,vocês se preparam para o casamento
preparan una sorpresa,they prepare a surprise,他们准备了惊喜,tā men zhǔn bèi le jīng xǐ,eles preparam uma surpresa
se preparan cambios,changes are prepared,更改已准备好,gēng gǎi yǐ zhǔn bèi hǎo,mudanças estão preparadas
preparar la comida,prepare food,准备食物,zhǔn bèi shí wù,preparar comida
preparar el equipaje,prepare luggage,准备行李,zhǔn bèi xíng lǐ,preparar bagagem
fase de preparación,preparation phase,准备阶段,zhǔn bèi jiē duàn,fase de preparação
preparación física,physical preparation,身体准备,shēn tǐ zhǔn bèi,preparação física
preparativos de boda,wedding preparations,婚礼筹备,hūn lǐ chóu bèi,preparativos para o casamento
últimos preparativos,final preparations,最后的准备,zuì hòu de zhǔn bèi,preparativos finais
todo listo,all ready,一切准备就绪,yī qiè zhǔn bèi jiù xù,tudo pronto
listo para empezar,ready to start,准备开始,zhǔn bèi kāi shǐ,pronto para começar
