spanish,english,chinese,pinyin,portuguese
dejo,I leave,我离开,wǒ lí kāi,Eu vou embora
dejas,you leave,你离开,nǐ lí kāi,você sai
deja,let,让,ràng,vamos
dejamos,we leave,我们离开,wǒ men lí kāi,vamos embora
dejáis,you leave,你离开,nǐ lí kāi,você sai
dejan,leave,离开,lí kāi,sair
dejar,leave,离开,lí kāi,sair
abandono,abandonment,遗弃,yí qì,abandono
renuncia,resignation,辞职,cí zhí,demissão
autorizar,authorize,授权,shòu quán,autorizar
yo dejo,I leave,我离开,wǒ lí kāi,Eu vou embora
lo dejo,I leave it,我留下它,wǒ liú xià tā,Eu deixo
tú dejas,you leave,你离开,nǐ lí kāi,você sai
lo dejas,you leave it,你留下它,nǐ liú xià tā,você deixa
él deja,he leaves,他离开了,tā lí kāi le,ele sai
lo deja,leaves it,留下它,liú xià tā,deixa
nosotros dejamos,we leave,我们离开,wǒ men lí kāi,vamos embora
lo dejamos,we leave it,我们离开它,wǒ men lí kāi tā,deixamos
vosotros dejáis,you leave,你离开,nǐ lí kāi,você sai
lo dejáis,you leave it,你留下它,nǐ liú xià tā,você deixa
ellos dejan,they leave,他们离开,tā men lí kāi,eles vão embora
lo dejan,they leave it,他们离开了,tā men lí kāi le,eles deixam
quiero dejar,I want to leave,我想离开,wǒ xiǎng lí kāi,Eu quero ir embora
hay que dejar,you have to leave,你必须离开,nǐ bì xū lí kāi,você tem que sair
el abandono,abandonment,遗弃,yí qì,abandono
sin abandono,without abandonment,不遗弃,bù yí qì,sem abandono
la renuncia,the resignation,辞职,cí zhí,a demissão
una renuncia,a resignation,辞职,cí zhí,uma demissão
hay que autorizar,must be authorized,必须获得授权,bì xū huò dé shòu quán,deve ser autorizado
voy a autorizar,I am going to authorize,我要授权,wǒ yào shòu quán,eu vou autorizar
