spanish,english,chinese,pinyin,portuguese
significo,I mean,我的意思是,wǒ de yì si shì,Quero dizer
significas,you mean,你的意思是,nǐ de yì si shì,você quer dizer
significa,means,意思是,yì si shì,significa
significamos,we mean,我们的意思是,wǒ men de yì si shì,queremos dizer
significáis,you mean,你的意思是,nǐ de yì si shì,você quer dizer
significan,mean,意思是,yì si shì,significa
significar,mean,意思是,yì si shì,significa
significado,meaning,意思,yì si,significado
sentido,sense,感觉,gǎn jué,sentido
definición,definition,定义,dìng yì,definição
yo significo,I mean,我的意思是,wǒ de yì si shì,Quero dizer
qué significo,what do I mean,我是什么意思,wǒ shì shén me yì si,o que quero dizer
tú significas,you mean,你的意思是,nǐ de yì si shì,você quer dizer
qué significas,what do you mean,你是什​​么意思,nǐ shì shén ​​ me yì si,o que você quer dizer com
él significa,he means,他的意思是,tā de yì si shì,ele quer dizer
qué significa,what does it mean,这是什么意思,zhè shì shén me yì si,o que isso significa
nosotros significamos,we mean,我们的意思是,wǒ men de yì si shì,queremos dizer
qué significamos,what do we mean,我们是什么意思,wǒ men shì shén me yì si,o que queremos dizer
vosotros significáis,you mean,你的意思是,nǐ de yì si shì,você quer dizer
qué significáis,what do you mean,你是什​​么意思,nǐ shì shén ​​ me yì si,o que você quer dizer com
ellos significan,they mean,他们的意思是,tā men de yì si shì,eles querem dizer
qué significan,what do they mean,它们是什么意思,tā men shì shén me yì si,o que eles significam
quiere significar,means,意思是,yì si shì,significa
puede significar,can mean,可以表示,kě yǐ biǎo shì,pode significar
el significado,the meaning,含义,hán yì,o significado
un significado,a meaning,一个意义,yí gè yì yì,um significado
el sentido,the meaning,含义,hán yì,o significado
con sentido,with meaning,有意义,yǒu yì yì,com significado
la definición,the definition,定义,dìng yì,a definição
una definición,a definition,一个定义,yí gè dìng yì,uma definição
