spanish,english,chinese,pinyin,portuguese
elijo,I choose,我选择,wǒ xuǎn zé,Eu escolho
eliges,you choose,你选择,nǐ xuǎn zé,você escolhe
elige,he/she chooses,选择,xuǎn zé,escolha
elegimos,we choose,我们选择,wǒ men xuǎn zé,nós escolhemos
elegís,you choose,你选择,nǐ xuǎn zé,você escolhe
eligen,they choose,选择,xuǎn zé,escolha
elegir,to choose,选择,xuǎn zé,escolha
escoger,to choose,选择,xuǎn zé,escolha
seleccionar,to select,选择,xuǎn zé,selecione
opción,option,选项,xuǎn xiàng,opção
yo elijo,I choose,我选择,wǒ xuǎn zé,Eu escolho
lo elijo,I choose it,我选它,wǒ xuǎn tā,Eu escolho
tú eliges,you choose,你选择,nǐ xuǎn zé,você escolhe
lo eliges,you choose it,你选择它,nǐ xuǎn zé tā,você escolhe
él elige,he chooses,他选择,tā xuǎn zé,ele escolhe
lo elige,he/she chooses it,选择它,xuǎn zé tā,escolha
nosotros elegimos,we choose,我们选择,wǒ men xuǎn zé,nós escolhemos
lo elegimos,we choose it,我们选择它,wǒ men xuǎn zé tā,nós escolhemos
vosotros elegís,you choose,你选择,nǐ xuǎn zé,você escolhe
lo elegís,you choose it,你选择它,nǐ xuǎn zé tā,você escolhe
ellos eligen,they choose,他们选择,tā men xuǎn zé,eles escolhem
lo eligen,they choose it,他们选择它,tā men xuǎn zé tā,eles escolhem
quiero elegir,I want to choose,我要选择,wǒ yào xuǎn zé,Eu quero escolher
voy a elegir,I'm going to choose,我要选择,wǒ yào xuǎn zé,Eu vou escolher
hay que escoger,you have to choose,你必须选择,nǐ bì xū xuǎn zé,você tem que escolher
voy a escoger,I'm going to choose,我要选择,wǒ yào xuǎn zé,Eu vou escolher
hay que seleccionar,you have to select,你必须选择,nǐ bì xū xuǎn zé,você tem que selecionar
voy a seleccionar,I'm going to select,我要选择,wǒ yào xuǎn zé,Vou selecionar
la opción,the option,选项,xuǎn xiàng,a opção
una opción,an option,一个选项,yí gè xuǎn xiàng,uma opção
