spanish,english,chinese,pinyin,portuguese
dudar,doubt,怀疑,huái yí,dúvida
temer,fear,恐惧,kǒng jù,medo
alegrarse,rejoice,庆幸,qìng xìng,alegre-se
preferir,prefer,更喜欢,gèng xǐ huān,prefiro
insistir,insist,坚持,jiān chí,insistir
rogar,beg,求,qiú,implorar
exigir,demand,要求,yāo qiú,demanda
ojalá,hopefully,希望,xī wàng,espero
probable,probable,可能,kě néng,provável
necesario,necessary,必要,bì yào,necessário
importante,important,重要,zhòng yào,importante
prohibir,prohibit,禁止,jìn zhǐ,proibir
ordenar,command,命令,mìng lìng,classificar
aconsejar,advise,建议,jiàn yì,aconselhar
improbable,unlikely,不太可能,bù tài kě néng,improvável
dudoso,doubtful,可疑,kě yí,duvidoso
increíble,amazing,难以置信,nán yǐ zhì xìn,incrível
hay que dudar,you have to doubt,你不得不怀疑,nǐ bù dé bù huái yí,você tem que duvidar
no hay que dudar,no need to hesitate,无需犹豫,wú xū yóu yù,não há necessidade de hesitar
hay que temer,we have to fear,我们必须害怕,wǒ men bì xū hài pà,temos que temer
no hay que temer,no need to fear,无需害怕,wú xū hài pà,não precisa ter medo
hay que alegrarse,you have to be happy,你必须高兴,nǐ bì xū gāo xìng,você tem que ser feliz
quiero alegrarse,I want to rejoice,我要庆幸,wǒ yào qìng xìng,Quero me alegrar
hay que preferir,must be preferred,必须优先,bì xū yōu xiān,deve ser preferido
suelo preferir,I usually prefer,我通常更喜欢,wǒ tōng cháng gèng xǐ huān,Eu geralmente prefiro
hay que insistir,we must insist,我们必须坚持,wǒ men bì xū jiān chí,devemos insistir
suelo insistir,I usually insist,我通常坚持,wǒ tōng cháng jiān chí,Eu costumo insistir
hay que rogar,you have to beg,你必须乞求,nǐ bì xū qǐ qiú,você tem que implorar
voy a rogar,I'm going to beg,我要乞求,wǒ yào qǐ qiú,Vou implorar
hay que exigir,we must demand,我们必须要求,wǒ men bì xū yào qiú,devemos exigir
voy a exigir,I will demand,我会要求,wǒ huì yāo qiú,Vou exigir
ojalá que,I hope,我希望,wǒ xī wàng,Espero
ojalá llueva,I hope it rains,希望下雨,xī wàng xià yǔ,Espero que chova
es probable,is likely,很可能,hěn kě néng,é provável
muy probable,very likely,很可能,hěn kě néng,muito provavelmente
es necesario,is necessary,是必要的,shì bì yào de,é necessário
muy necesario,very necessary,非常有必要,fēi cháng yǒu bì yào,muito necessário
es importante,is important,很重要,hěn zhòng yào,é importante
muy importante,very important,非常重要,fēi cháng zhòng yào,muito importante
hay que prohibir,must be prohibited,必须禁止,bì xū jìn zhǐ,deve ser proibido
voy a prohibir,I'm going to ban,我要禁止,wǒ yào jìn zhǐ,Vou banir
hay que ordenar,you have to order,你必须命令,nǐ bì xū mìng lìng,você tem que classificar
voy a ordenar,I'm going to command,我要命令,wǒ yào mìng lìng,Vou pedir
hay que aconsejar,you have to advise,你必须建议,nǐ bì xū jiàn yì,você tem que aconselhar
voy a aconsejar,I will advise,我会建议,wǒ huì jiàn yì,Vou aconselhar
es improbable,it is unlikely,不太可能,bù tài kě néng,é improvável
muy improbable,very unlikely,极不可能,jí bù kě néng,muito improvável
es dudoso,is doubtful,值得怀疑,zhí de huái yí,é duvidoso
muy dudoso,very doubtful,非常怀疑,fēi cháng huái yí,muito duvidoso
es increíble,it's amazing,难以置信,nán yǐ zhì xìn,é incrível
muy increíble,very incredible,非常难以置信,fēi cháng nán yǐ zhì xìn,muito incrível
