spanish,english,chinese,pinyin,portuguese
prometo,I promise,我保证,wǒ bǎo zhèng,Eu prometo
prometes,you promise,你保证,nǐ bǎo zhèng,você promete
promete,he/she promises,承诺,chéng nuò,promessas
prometemos,we promise,我们承诺,wǒ men chéng nuò,nós prometemos
prometéis,you promise,你保证,nǐ bǎo zhèng,você promete
prometen,they promise,承诺,chéng nuò,promessa
prometer,to promise,承诺,chéng nuò,promessa
promesa,promise,承诺,chéng nuò,promessa
juramento,oath,誓言,shì yán,juramento
jurar,to swear,发誓,fā shì,juro
yo prometo,I promise,我保证,wǒ bǎo zhèng,Eu prometo
te prometo,I promise you,我向你保证,wǒ xiàng nǐ bǎo zhèng,Eu prometo a você
tú prometes,you promise,你保证,nǐ bǎo zhèng,você promete
me prometes,you promise me,你答应我,nǐ dā yìng wǒ,você me promete
él promete,he promises,他承诺,tā chéng nuò,ele promete
nos promete,he/she promises us,向我们承诺,xiàng wǒ men chéng nuò,nos promete
nosotros prometemos,we promise,我们承诺,wǒ men chéng nuò,nós prometemos
lo prometemos,we promise,我们承诺,wǒ men chéng nuò,nós prometemos
vosotros prometéis,you promise,你保证,nǐ bǎo zhèng,você promete
lo prometéis,you promise,你保证,nǐ bǎo zhèng,você promete
ellos prometen,they promise,他们承诺,tā men chéng nuò,eles prometem
lo prometen,they promise,他们承诺,tā men chéng nuò,eles prometem
quiero prometer,I want to promise,我要答应,wǒ yào dā yìng,Eu quero prometer
voy a prometer,I'll promise,我保证,wǒ bǎo zhèng,Eu prometo
la promesa,the promise,承诺,chéng nuò,a promessa
una promesa,a promise,一个承诺,yí gè chéng nuò,uma promessa
el juramento,the oath,誓言,shì yán,o juramento
un juramento,an oath,誓言,shì yán,um juramento
hay que jurar,you have to swear,你必须发誓,nǐ bì xū fà shì,você tem que jurar
voy a jurar,I'm going to swear,我要发誓,wǒ yào fā shì,eu vou jurar
