spanish,english,chinese,pinyin,portuguese
aprendo,I learn,我学习,wǒ xué xí,Eu aprendo
aprendes,you learn,你学习,nǐ xué xí,você aprende
aprende,he/she learns,学习,xué xí,aprende
aprendemos,we learn,我们学习,wǒ men xué xí,aprendemos
aprendéis,you learn,你们学习,nǐ men xué xí,vocês aprendem
aprenden,they learn,学习,xué xí,aprendem
aprender,to learn,学习,xué xí,aprender
aprendiz,apprentice,学徒,xué tú,aprendiz
alumno,student,学生,xué shēng,estudante
aprendizaje,learning,学习,xué xí,aprendizagem
yo aprendo,I learn,我学习,wǒ xué xí,Eu aprendo
aprendo rápido,I learn fast,我学得很快,wǒ xué dé hěn kuài,Aprendo rápido
tú aprendes,you learn,你学习,nǐ xué xí,você aprende
cómo aprendes,how do you learn,你如何学习,nǐ rú hé xué xí,como você aprende
él aprende,he learns,他学习,tā xué xí,ele aprende
aprende bien,learn well,好好学习,hǎo hǎo xué xí,aprende bem
nosotros aprendemos,we learn,我们学习,wǒ men xué xí,aprendemos
aprendemos juntos,we learn together,我们一起学习,wǒ men yì qǐ xué xí,aprendemos juntos
vosotros aprendéis,you learn,你们学习,nǐ men xué xí,vocês aprendem
qué aprendéis,what do you learn,你们学到了什么,nǐ men xué dào le shén me,o que vocês aprendem
ellos aprenden,they learn,他们学习,tā men xué xí,eles aprendem
aprenden mucho,they learn a lot,他们学到了很多,tā men xué dào le hěn duō,eles aprendem muito
quiero aprender,I want to learn,我想学习,wǒ xiǎng xué xí,Eu quero aprender
hay que aprender,you have to learn,你必须学习,nǐ bì xū xué xí,você tem que aprender
el aprendiz,the apprentice,学徒,xué tú,o aprendiz
un aprendiz,an apprentice,学徒,xué tú,um aprendiz
el alumno,the student,学生,xué shēng,o aluno
un alumno,a student,学生,xué shēng,um estudante
el aprendizaje,learning,学习,xué xí,aprendizagem
buen aprendizaje,good learning,好好学习,hǎo hǎo xué xí,bom aprendizado
