spanish,english,chinese,pinyin,portuguese
mapa,map,地图,dì tú,mapa
continente,continent,大陆,dà lù,continente
océano,ocean,海洋,hǎi yáng,oceano
frontera,border,边界,biān jiè,fronteira
capital,capital,首都,shǒu dū,capital
región,region,地区,dì qū,região
provincia,province,省,shěng,província
estado,state,州,zhōu,estado
costa,coast,海岸,hǎi àn,costa
isla,island,岛屿,dǎo yǔ,ilha
península,peninsula,半岛,bàn dǎo,península
desierto,desert,沙漠,shā mò,deserto
selva,jungle,丛林,cóng lín,selva
valle,valley,山谷,shān gǔ,vale
llanura,plain,平原,píng yuán,planície
lejano,far away,远方,yuǎn fāng,longe
hemisferio,hemisphere,半球,bàn qiú,hemisfério
trópico,tropic,热带,rè dài,trópico
ecuador,equator,赤道,chì dào,equador
polo,pole,极,jí,pólo
latitud,latitude,纬度,wěi dù,latitude
el mapa,the map,地图,dì tú,o mapa
un mapa,a map,地图,dì tú,um mapa
el continente,the continent,大陆,dà lù,o continente
un continente,a continent,一个大陆,yí gè dà lù,um continente
el océano,the ocean,海洋,hǎi yáng,o oceano
un océano,an ocean,一片海洋,yī piàn hǎi yáng,um oceano
la frontera,the border,边界,biān jiè,a fronteira
en la frontera,on the border,在边界,zài biān jiè,na fronteira
la capital,the capital,首都,shǒu dū,a capital
una capital,a capital,大写字母,dà xiě zì mǔ,uma maiúscula
la región,the region,该地区,gāi dì qū,a região
una región,a region,一个地区,yí gè dì qū,uma região
la provincia,the province,该省,gāi shěng,a província
una provincia,a province,一个省,yí gè shěng,uma província
el estado,the state,国家,guó jiā,o estado
un estado,a state,一个状态,yí gè zhuàng tài,um estado
la costa,the coast,海岸,hǎi àn,a costa
en la costa,on the coast,在海岸,zài hǎi àn,no litoral
la isla,the island,岛屿,dǎo yǔ,a ilha
una isla,an island,一座岛屿,yī zuò dǎo yǔ,uma ilha
la península,the peninsula,半岛,bàn dǎo,a península
una península,a peninsula,一个半岛,yí gè bàn dǎo,uma península
el desierto,the desert,沙漠,shā mò,o deserto
un desierto,a desert,沙漠,shā mò,um deserto
la selva,the jungle,丛林,cóng lín,a selva
en la selva,in the jungle,在丛林中,zài cóng lín zhōng,na selva
el valle,the valley,山谷,shān gǔ,o vale
un valle,a valley,一个山谷,yí gè shān gǔ,um vale
la llanura,the plain,简单的,jiǎn dān de,a planície
una llanura,a plain,一个简单的,yí gè jiǎn dān de,uma planície
muy lejano,very far,很远,hěn yuǎn,muito longe
es lejano,is far away,很远,hěn yuǎn,está longe
el hemisferio,the hemisphere,半球,bàn qiú,o hemisfério
un hemisferio,a hemisphere,一个半球,yí gè bàn qiú,um hemisfério
el trópico,the tropics,热带地区,rè dài dì qū,os trópicos
en el trópico,in the tropics,在热带地区,zài rè dài dì qū,nos trópicos
el ecuador,the equator,赤道,chì dào,o equador
en el ecuador,at the equator,在赤道,zài chì dào,no equador
el polo,the pole,极点,jí diǎn,o polo
polo norte,north pole,北极,běi jí,pólo norte
la latitud,latitude,纬度,wěi dù,latitude
alta latitud,high latitude,高纬度,gāo wěi dù,alta latitude
