spanish,english,chinese,pinyin,portuguese
consigo,I get,我得到,wǒ dé dào,Eu consigo
consigues,you get,你得到,nǐ dé dào,você consegue
consigue,get,得到,dé dào,obter
conseguimos,we get,我们得到,wǒ men dé dào,nós conseguimos
conseguís,you get,你得到,nǐ dé dào,você consegue
consiguen,they get,他们得到,tā men dé dào,eles conseguem
conseguir,get,得到,dé dào,obter
adquirir,acquire,获取,huò qǔ,adquirir
conquistar,conquer,征服,zhēng fú,conquistar
no consigo entender,I can't understand,看不懂,kàn bù dǒng,Não consigo entender
siempre consigo mis metas,I always achieve my goals,我总是实现我的目标,wǒ zǒng shì shí xiàn wǒ de mù biāo,Sempre alcanço meus objetivos
cómo lo consigues,how do you get it,你怎么得到它,nǐ zěn me dé dào tā,como você consegue isso
siempre consigues lo que quieres,you always get what you want,你总能得到你想要的,nǐ zǒng néng dé dào nǐ xiǎng yào de,você sempre consegue o que quer
él lo consigue todo,he gets it all,他得到了一切,tā dé dào le yī qiè,ele consegue tudo
ella consigue todo fácilmente,she gets everything easily,她轻松得到一切,tā qīng sōng dé dào yī qiè,ela consegue tudo facilmente
juntos lo conseguimos,together we achieve it,我们一起实现它,wǒ men yì qǐ shí xiàn tā,juntos conseguimos
por fin conseguimos hacerlo,we finally managed to do it,我们终于成功了,wǒ men zhōng yú chéng gōng le,finalmente conseguimos
cómo lo conseguís,how do you get it,你怎么得到它,nǐ zěn me dé dào tā,como você consegue isso
siempre conseguís buenos resultados,you always get good results,你总是能得到好的结果,nǐ zǒng shì néng dé dào hǎo de jié guǒ,você sempre consegue bons resultados
ellos consiguen trabajo rápido,they get jobs fast,他们很快找到工作,tā men hěn kuài zhǎo dào gōng zuò,eles conseguem empregos rápido
nunca consiguen ponerse de acuerdo,they never manage to agree,他们从来没有达成一致,tā men cóng lái méi yǒu dá chéng yí zhì,eles nunca conseguem chegar a um acordo
difícil de conseguir,hard to get,很难得到,hěn nán dé dào,difícil de conseguir
espero conseguir el trabajo,I hope to get the job,我希望能得到这份工作,wǒ xī wàng néng dé dào zhè fèn gōng zuò,Espero conseguir o emprego
adquirir experiencia,gain experience,获得经验,huò dé jīng yàn,ganhar experiência
adquirir conocimientos,acquire knowledge,获取知识,huò qǔ zhī shí,adquirir conhecimento
conquistar el corazón,conquer the heart,征服心,zhēng fú xīn,conquiste o coração
conquistar nuevos mercados,conquer new markets,征服新市场,zhēng fú xīn shì chǎng,conquistar novos mercados
