spanish,english,chinese,pinyin,portuguese
fresa,strawberry,草莓,cǎo méi,morango
uva,grape,葡萄,pú táo,uva
limón,lemon,柠檬,níng méng,limão
sandía,watermelon,西瓜,xī guā,melancia
melón,melon,瓜,guā,melão
piña,pineapple,菠萝,bō luó,abacaxi
mango,mango,芒果,máng guǒ,manga
pera,pear,梨,lí,pêra
melocotón,peach,桃子,táo zi,pêssego
cereza,cherry,樱桃,yīng táo,cereja
kiwi,kiwi,猕猴桃,mí hóu táo,kiwi
papaya,papaya,木瓜,mù guā,mamão
coco,coconut,椰子,yē zi,coco
frambuesa,raspberry,覆盆子,fù pén zǐ,framboesa
mora,blackberry,黑莓,hēi méi,amora
la fresa,the strawberry,草莓,cǎo méi,o morango
una fresa,a strawberry,一个草莓,yí gè cǎo méi,um morango
la uva,the grape,葡萄,pú táo,a uva
uvas verdes,green grapes,绿葡萄,lǜ pú táo,uvas verdes
el limón,the lemon,柠檬,níng méng,o limão
jugo de limón,lemon juice,柠檬汁,níng méng zhī,suco de limão
la sandía,watermelon,西瓜,xī guā,melancia
una sandía,a watermelon,一个西瓜,yí gè xī guā,uma melancia
el melón,the melon,瓜,guā,o melão
un melón,a melon,一个瓜,yí gè guā,um melão
la piña,the pineapple,菠萝,bō luó,o abacaxi
una piña,a pineapple,一个菠萝,yí gè bō luó,um abacaxi
el mango,the mango,芒果,máng guǒ,a manga
un mango,a mango,一个芒果,yí gè máng guǒ,uma manga
la pera,the pear,梨,lí,a pêra
una pera,a pear,一个梨,yí gè lí,uma pêra
el melocotón,the peach,桃子,táo zi,o pêssego
un melocotón,a peach,一个桃子,yí gè táo zi,um pêssego
la cereza,the cherry,樱桃,yīng táo,a cereja
una cereza,a cherry,一颗樱桃,yī kē yīng táo,uma cereja
el kiwi,the kiwi,猕猴桃,mí hóu táo,o kiwi
un kiwi,a kiwi,猕猴桃,mí hóu táo,um kiwi
la papaya,papaya,木瓜,mù guā,mamão
una papaya,a papaya,木瓜,mù guā,um mamão
el coco,the coconut,椰子,yē zi,o coco
un coco,a coconut,一个椰子,yí gè yē zi,um coco
la frambuesa,the raspberry,覆盆子,fù pén zǐ,a framboesa
con frambuesa,with raspberry,覆盆子,fù pén zǐ,com framboesa
la mora,the blackberry,黑莓,hēi méi,a amora
con mora,with blackberry,与黑莓,yǔ hēi méi,com amora
