spanish,english,chinese,pinyin,portuguese
sufro,I suffer,我受苦,wǒ shòu kǔ,Eu sofro
sufres,you suffer,你受苦,nǐ shòu kǔ,você sofre
sufre,suffers,受苦,shòu kǔ,sofre
sufrimos,we suffer,我们受苦,wǒ men shòu kǔ,sofremos
sufrís,you suffer,你受苦,nǐ shòu kǔ,você sofre
sufren,suffer,受苦,shòu kǔ,sofrer
sufrir,suffer,受苦,shòu kǔ,sofrer
sufrimiento,suffering,痛苦,tòng kǔ,sofrimento
padecer,suffer,受苦,shòu kǔ,sofrer
agonía,agony,痛苦,tòng kǔ,agonia
yo sufro,I suffer,我受苦,wǒ shòu kǔ,Eu sofro
no sufro,I don't suffer,我不痛苦,wǒ bù tòng kǔ,Eu não sofro
tú sufres,you suffer,你受苦,nǐ shòu kǔ,você sofre
no sufres,you don't suffer,你不会受苦,nǐ bú huì shòu kǔ,você não sofre
él sufre,he suffers,他受苦,tā shòu kǔ,ele sofre
no sufre,does not suffer,不苦,bù kǔ,não sofre
nosotros sufrimos,we suffer,我们受苦,wǒ men shòu kǔ,sofremos
no sufrimos,we do not suffer,我们没有受苦,wǒ men méi yǒu shòu kǔ,não sofremos
vosotros sufrís,you suffer,你受苦,nǐ shòu kǔ,você sofre
no sufrís,you don't suffer,你不会受苦,nǐ bú huì shòu kǔ,você não sofre
ellos sufren,they suffer,他们受苦,tā men shòu kǔ,eles sofrem
no sufren,they do not suffer,他们没有受苦,tā men méi yǒu shòu kǔ,eles não sofrem
puede sufrir,can suffer,会受苦,huì shòu kǔ,pode sofrer
no debe sufrir,should not suffer,不应该受苦,bù yīng gāi shòu kǔ,não deveria sofrer
el sufrimiento,suffering,痛苦,tòng kǔ,sofrimento
sin sufrimiento,without suffering,没有痛苦,méi yǒu tòng kǔ,sem sofrimento
hay que padecer,you have to suffer,你必须受苦,nǐ bì xū shòu kǔ,você tem que sofrer
no debe padecer,should not suffer,不应该受苦,bù yīng gāi shòu kǔ,não deveria sofrer
la agonía,the agony,痛苦,tòng kǔ,a agonia
sin agonía,without agony,没有痛苦,méi yǒu tòng kǔ,sem agonia
