spanish,english,chinese,pinyin,portuguese
salgo,I go out,我出去,wǒ chū qù,eu saio
sales,you go out,你出去,nǐ chū qù,você sai
sale,he/she leaves,出来,chū lái,sai
salimos,we go out,我们出去,wǒ men chū qù,nós saímos
salís,you leave,你离开,nǐ lí kāi,você sai
salen,they leave,出来,chū lái,sair
salir,to leave,离开,tuì chū,sair
salida,exit,出口,shū chū,saída
partida,departure,出发,chū fā,partida
marcha,march,行军,xíng jūn,marcha
yo salgo,I go out,我出去,wǒ chū qù,eu saio
salgo ahora,I'm leaving now,我现在要走了,wǒ xiàn zài yào zǒu le,Estou saindo agora
tú sales,you go out,你出去,nǐ chū qù,você sai
cuándo sales,when do you go out,你什么时候出去,nǐ shén me shí hòu chū qù,quando você sai
él sale,he comes out,他出来了,tā chū lái le,ele sai
sale tarde,leaves late,迟到,chí dào,sai tarde
nosotros salimos,we go out,我们出去,wǒ men chū qù,nós saímos
salimos juntos,we go out together,我们一起出去,wǒ men yì qǐ chū qù,saímos juntos
vosotros salís,you go out,你出去,nǐ chū qù,você sai
a qué hora salís,what time do you leave,你什么时候离开,nǐ shén me shí hòu lí kāi,que horas você sai
ellos salen,they come out,他们出来,tā men chū lái,eles saem
ya salen,they are coming out,他们出来了,tā men chū lái le,eles estão saindo
voy a salir,I'm going out,我要出去,wǒ yào chū qù,Vou sair
quiero salir,I want to go out,我想出去,wǒ xiǎng chū qù,Eu quero sair
la salida,the exit,出口,chū kǒu,a saída
por la salida,through the exit,通过出口,tōng guò chū kǒu,pela saída
la partida,the departure,出发,yóu xì,o jogo
hora de partida,departure time,出发时间,chū fā shí jiān,hora de partida
en marcha,underway,正在进行,zhèng zài jìn xíng,em andamento
ponerse en marcha,get going,开始吧,kāi shǐ ba,vá em frente
