spanish,english,chinese,pinyin,portuguese
peso,weight,重量,zhòng liàng,peso
pesas,weights,砝码,fǎ mǎ,pesos
pesa,weighs,重,zhòng,pesa
pesamos,we weigh,我们称重,wǒ men chēng zhòng,pesamos
pesáis,you weigh,你称重,nǐ chēng zhòng,você pesa
pesan,weigh,称重,chēng zhòng,pesar
pesar,weigh,称重,chēng zhòng,pesar
báscula,scale,秤,chèng,escala
kilogramo,kilogram,公斤,gōng jīn,quilograma
gramo,gram,克,kè,grama
yo peso,I weigh,我称重,wǒ chēng zhòng,Eu peso
lo peso,I weigh it,我掂量一下,wǒ diān liáng yī xià,Eu peso
tú pesas,you weigh,你称重,nǐ chēng zhòng,você pesa
lo pesas,you weigh it,你掂量一下,nǐ diān liáng yī xià,você pesa
él pesa,he weighs,他体重,tā tǐ zhòng,ele pesa
lo pesa,weigh it,称一下,chēng yī xià,pese
nosotros pesamos,we weigh,我们称重,wǒ men chēng zhòng,pesamos
lo pesamos,we weigh it,我们称一下,wǒ men chēng yī xià,nós pesamos
vosotros pesáis,you weigh,你称重,nǐ chēng zhòng,você pesa
lo pesáis,you weigh it,你掂量一下,nǐ diān liáng yī xià,você pesa
ellos pesan,they weigh,它们的重量,tā men de zhòng liàng,eles pesam
lo pesan,they weigh it,他们称重,tā men chēng zhòng,eles pesam
quiero pesar,I want to weigh,我想称体重,wǒ xiǎng chēng tǐ zhòng,Quero pesar
voy a pesar,I'm going to weigh,我要称重,wǒ yào chēng zhòng,Vou pesar
la báscula,the scale,秤,chèng,a escala
una báscula,a scale,秤,chèng,uma escala
un kilogramo,a kilogram,一公斤,yī gōng jīn,um quilograma
dos kilogramos,two kilograms,两公斤,liǎng gōng jīn,dois quilogramas
un gramo,one gram,一克,yī kè,um grama
dos gramos,two grams,两克,liǎng kè,dois gramas
